id,LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects
339,0,1,1,4,1,0,1,0.17,0,0.0,1,1.0,5,1,0.0,2,0,22.84,7.5,1284.98,0.06,45,0.13,71.39,171.33,1.0,0,0,6,0.13,20,25,8,6,8,71.43,6,False
340,3,7,3,0,0,12,4,0.19,6,2.0,4,1.0,19,1,0.0,21,0,55.61,6.0,2002.01,0.11,68,0.17,111.22,333.67,0.25,3,6,17,0.16,28,40,21,9,25,0.0,21,False
341,0,3,2,0,0,4,2,0.22,2,2.0,2,1.0,7,1,0.0,9,2,21.51,3.0,193.59,0.02,18,0.33,10.75,64.53,0.5,1,2,7,0.2,6,12,6,6,10,0.0,9,False
342,3,3,1,0,2,4,2,0.29,2,2.0,1,0.5,7,1,0.0,7,1,11.47,5.0,286.8,0.02,16,0.2,15.93,57.36,0.5,1,2,7,0.15,5,11,4,8,13,22.22,7,False
343,4,19,6,0,1,32,10,0.31,14,2.29,9,0.9,37,4,0.0,32,0,49.95,12.36,7636.01,0.21,110,0.08,424.22,617.62,0.4,9,16,29,0.26,51,59,33,16,38,3.03,32,False
344,0,1,1,0,1,0,1,0.33,0,0.0,1,1.0,2,1,0.0,3,0,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,1.0,0,0,3,0.2,3,4,3,4,5,25.0,3,False
345,3,5,2,0,2,8,3,0.19,4,2.0,3,1.0,15,1,0.0,16,2,22.71,10.68,2589.55,0.08,51,0.09,143.86,242.5,0.33,2,4,14,0.14,23,28,14,13,22,11.11,16,False
346,10,11,14,0,12,16,6,0.15,8,2.0,6,1.0,38,1,0.0,40,2,51.19,16.75,14362.03,0.29,147,0.06,797.89,857.43,0.17,4,8,34,0.1,67,80,38,19,63,23.08,40,False
347,7,7,4,0,6,4,5,0.17,2,2.0,5,1.0,17,1,0.0,29,0,34.65,11.83,4846.19,0.14,77,0.08,269.23,409.79,0.2,1,2,14,0.12,32,45,23,17,43,17.14,29,False
348,0,3,2,0,0,4,2,0.5,2,2.0,2,1.0,6,1,0.0,4,0,14.62,2.5,91.35,0.01,11,0.4,5.08,36.54,0.5,1,2,6,0.4,5,6,5,5,5,0.0,4,False
349,1,1,4,0,0,0,1,0.14,0,0.0,1,1.0,6,1,0.0,7,0,39.26,2.95,342.73,0.04,29,0.34,19.04,116.0,1.0,0,0,7,0.11,13,16,11,5,9,0.0,7,False
350,2,7,0,0,0,12,4,0.36,6,2.0,1,0.25,16,1,0.0,11,0,12.76,29.25,10920.4,0.12,85,0.03,606.69,373.35,0.25,3,6,14,0.29,36,49,8,13,14,0.0,11,False
351,0,11,1,0,0,0,10,0.71,0,0.0,10,1.0,21,1,0.0,14,2,36.78,13.21,6421.79,0.16,94,0.08,356.77,485.97,0.1,0,0,13,0.67,37,57,21,15,15,0.0,14,False
352,2,1,0,0,2,0,1,0.25,0,0.0,1,1.0,1,1,0.0,4,2,9.49,3.5,116.27,0.01,10,0.29,6.46,33.22,1.0,0,0,2,0.11,3,7,3,7,9,33.33,4,False
353,14,17,12,0,6,28,9,0.23,12,2.33,8,0.89,48,5,0.0,40,0,86.51,10.16,8923.89,0.29,147,0.1,495.77,878.66,0.56,8,14,41,0.15,65,82,48,15,61,13.04,40,False
354,9,7,6,0,8,12,4,0.14,6,2.0,3,0.75,22,1,0.0,29,0,48.34,11.15,6010.8,0.18,96,0.09,333.93,539.01,0.25,3,6,20,0.09,46,50,33,16,47,21.62,29,True
355,2,1,0,0,2,0,1,0.1,0,0.0,1,1.0,1,1,0.0,10,1,16.3,8.17,1087.93,0.04,36,0.12,60.44,133.22,1.0,0,0,2,0.07,14,22,6,7,15,16.67,10,False
356,1,5,4,0,0,8,3,0.25,4,2.0,3,1.0,11,1,0.0,12,0,30.45,4.62,648.71,0.05,32,0.22,36.04,140.55,0.33,2,4,10,0.21,15,17,13,8,14,0.0,12,False
357,1,3,0,0,1,4,2,0.22,2,2.0,1,0.5,6,1,0.0,9,0,14.17,3.75,199.32,0.02,16,0.27,11.07,53.15,0.5,1,2,6,0.17,5,11,4,6,12,10.0,9,False
358,13,1,6,0,6,0,1,0.03,0,0.0,1,1.0,26,1,0.0,35,0,97.0,18.78,34217.38,0.61,289,0.05,1900.97,1821.79,1.0,0,0,27,0.02,137,152,62,17,55,14.63,35,False
359,14,31,6,0,8,48,16,0.3,18,2.67,9,0.56,53,7,0.0,54,0,80.38,11.1,9899.11,0.3,155,0.09,549.95,892.01,0.44,15,26,39,0.21,70,85,41,13,77,12.9,54,False
360,9,11,12,0,13,18,6,0.17,8,2.25,5,0.83,35,5,0.0,36,3,65.03,12.77,10600.85,0.28,140,0.08,588.94,830.3,0.83,5,9,31,0.1,61,79,43,18,59,26.53,36,False
361,0,1,1,0,1,0,1,0.33,0,0.0,1,1.0,2,1,0.0,3,0,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,1.0,0,0,3,0.2,3,4,3,4,5,25.0,3,False
362,0,3,1,0,0,4,2,0.29,2,2.0,2,1.0,5,1,0.0,7,0,8.64,4.17,150.0,0.01,12,0.24,8.33,36.0,0.5,1,2,5,0.25,5,7,3,5,8,0.0,7,False
363,9,1,9,1,7,0,1,0.04,0,0.0,1,1.0,27,1,0.0,27,0,233.92,2.86,1909.57,0.22,121,0.35,106.09,668.35,1.0,0,0,28,0.02,60,61,42,4,45,22.86,28,False
364,0,1,3,0,0,0,1,0.2,0,0.0,1,1.0,4,1,0.0,5,0,38.4,2.5,240.0,0.03,24,0.4,13.33,96.0,1.0,0,0,5,0.17,11,13,11,5,6,0.0,5,False
365,3,7,3,0,1,12,4,0.27,6,2.0,3,0.75,16,3,0.0,15,1,18.89,9.82,1820.94,0.06,41,0.1,101.16,185.47,0.75,3,6,14,0.2,18,23,11,12,20,6.25,15,False
366,3,3,4,0,3,4,2,0.15,2,2.0,2,1.0,9,1,0.0,13,2,25.81,7.08,1295.09,0.06,41,0.14,71.95,182.84,0.5,1,2,9,0.1,17,24,12,10,20,18.75,13,False
367,1,3,0,0,1,4,2,0.22,2,2.0,1,0.5,6,1,0.0,9,0,14.17,3.75,199.32,0.02,16,0.27,11.07,53.15,0.5,1,2,6,0.17,5,11,4,6,12,10.0,9,False
368,5,1,3,0,3,0,1,0.1,0,0.0,1,1.0,8,1,0.0,10,0,48.0,3.0,432.0,0.05,36,0.33,24.0,144.0,1.0,0,0,9,0.05,18,18,12,4,19,23.08,10,False
369,5,21,3,1,2,24,11,0.3,4,6.0,2,0.18,32,10,0.0,36,1,47.96,18.75,16859.61,0.3,161,0.05,936.64,899.18,0.91,10,12,23,0.24,75,86,32,16,45,7.69,37,False
370,13,9,7,0,17,16,5,0.12,8,2.0,5,1.0,28,1,0.0,43,0,69.49,14.01,13645.26,0.32,170,0.07,758.07,973.75,0.2,4,8,25,0.07,71,99,38,15,74,28.33,43,True
371,6,15,7,0,5,14,9,0.29,6,2.33,6,0.67,32,1,0.0,31,0,35.72,13.91,6910.42,0.17,94,0.07,383.91,496.83,0.11,4,7,25,0.21,36,58,22,17,43,13.89,31,False
372,20,31,11,0,33,46,16,0.24,16,2.88,8,0.5,75,6,0.0,66,0,74.18,20.79,32071.97,0.51,250,0.05,1781.78,1542.48,0.38,15,24,61,0.13,116,134,53,19,120,33.33,66,True
373,0,1,2,0,0,0,1,0.25,0,0.0,1,1.0,3,1,0.0,4,1,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,1.0,0,0,4,0.2,4,5,4,3,5,0.0,4,False
374,7,7,14,0,6,8,4,0.17,4,2.0,4,1.0,28,1,0.0,24,2,79.28,6.0,2854.12,0.16,90,0.17,158.56,475.69,0.25,2,4,26,0.11,40,50,30,9,38,20.0,24,False
375,6,1,4,0,23,0,1,0.1,0,0.0,1,1.0,10,1,0.0,10,1,43.39,10.25,4558.6,0.15,97,0.1,253.26,444.74,1.0,0,0,11,0.03,41,56,16,8,40,69.7,10,True
376,11,3,3,0,3,4,2,0.08,2,2.0,2,1.0,18,1,0.0,24,0,47.29,17.18,13960.02,0.27,164,0.06,775.56,812.49,0.5,1,2,18,0.05,84,80,22,9,39,11.11,24,False
377,1,1,2,0,5,0,1,0.2,0,0.0,1,1.0,3,1,0.0,5,3,17.92,3.0,161.32,0.02,15,0.33,8.96,53.77,1.0,0,0,4,0.08,6,9,6,6,12,50.0,5,False
378,9,17,4,0,5,32,9,0.24,14,2.29,5,0.56,42,5,0.0,37,0,58.47,12.71,9443.41,0.25,131,0.08,524.63,743.09,0.56,9,16,35,0.17,61,70,36,15,52,11.9,37,False
379,0,3,3,0,1,4,2,0.33,2,2.0,2,1.0,7,1,0.0,6,2,25.16,2.5,157.27,0.02,17,0.4,8.74,62.91,0.5,1,2,7,0.25,8,9,8,5,8,14.29,6,False
380,10,5,7,0,7,12,3,0.12,6,2.0,3,1.0,19,3,1.0,26,0,63.77,9.82,6146.88,0.21,114,0.1,341.49,626.07,1.0,3,6,18,0.07,54,60,33,12,44,21.21,26,False
381,2,1,0,0,3,0,1,0.1,0,0.0,1,1.0,1,1,0.0,10,1,16.3,8.17,1087.93,0.04,36,0.12,60.44,133.22,1.0,0,0,2,0.06,14,22,6,7,16,23.08,10,False
382,2,1,1,0,5,0,1,0.2,0,0.0,1,1.0,4,1,0.0,5,0,16.53,6.43,683.19,0.04,26,0.16,37.96,106.27,1.0,0,0,5,0.08,9,17,7,10,13,50.0,5,False
383,2,6,2,2,0,0,5,0.38,0,0.0,2,0.4,13,1,0.0,11,1,25.68,7.5,1444.26,0.06,42,0.13,80.24,192.57,0.2,0,0,10,0.31,15,27,12,12,16,15.38,13,False
384,7,7,17,0,5,8,4,0.14,4,2.0,4,1.0,31,1,0.0,28,2,97.47,5.66,3119.36,0.18,101,0.18,173.3,551.4,0.25,2,4,29,0.1,44,57,35,9,41,15.15,28,False
385,4,11,4,0,2,16,6,0.3,6,2.67,4,0.67,20,5,0.0,20,0,29.7,11.28,3778.06,0.11,67,0.09,209.89,335.0,0.83,5,8,16,0.22,29,38,18,14,27,9.09,20,False
386,2,3,4,0,0,4,2,0.2,2,2.0,2,1.0,10,1,0.0,10,1,24.36,10.97,2930.73,0.09,55,0.09,162.82,267.19,0.5,1,2,10,0.15,27,28,16,13,13,0.0,10,False
387,2,1,0,0,3,0,1,0.2,0,0.0,1,1.0,1,1,0.0,5,1,17.83,5.83,606.67,0.03,26,0.17,33.7,104.0,1.0,0,0,2,0.09,7,19,6,10,11,37.5,5,False
388,3,13,3,1,9,18,7,0.24,6,3.0,6,0.86,27,5,0.0,28,1,60.63,12.22,9057.37,0.25,130,0.08,503.19,741.06,0.71,6,9,22,0.17,55,75,36,16,42,26.32,29,False
389,14,35,12,0,8,60,18,0.25,26,2.31,11,0.61,85,10,0.0,71,4,57.99,24.52,34868.47,0.47,232,0.04,1937.14,1421.99,0.56,17,30,69,0.19,107,125,48,22,94,10.13,71,True
390,0,1,1,0,0,0,1,0.14,0,0.0,1,1.0,2,1,0.0,7,1,10.88,6.3,431.75,0.02,18,0.16,23.99,68.53,1.0,0,0,3,0.13,7,11,5,9,8,0.0,7,False
391,1,11,2,0,0,20,6,0.38,10,2.0,6,1.0,21,1,0.0,16,2,40.18,6.59,1743.9,0.09,57,0.15,96.88,264.7,0.17,5,10,17,0.33,28,29,17,8,18,0.0,16,False
392,2,3,1,0,2,4,2,0.4,2,2.0,2,1.0,7,1,0.0,5,1,10.24,4.9,245.93,0.02,14,0.2,13.66,50.19,0.5,1,2,7,0.2,7,7,5,7,10,28.57,5,False
393,10,19,8,0,13,28,10,0.24,12,2.33,7,0.7,43,7,0.0,42,2,45.15,21.11,20115.78,0.32,162,0.05,1117.54,952.99,0.7,8,14,35,0.15,71,91,37,22,66,23.64,42,False
394,3,5,3,0,15,8,3,0.19,4,2.0,2,0.67,13,1,0.0,16,2,20.14,12.83,3317.73,0.09,55,0.08,184.32,258.51,0.33,2,4,12,0.09,22,33,12,14,35,48.39,16,True
395,5,5,2,0,3,8,3,0.2,4,2.0,2,0.67,11,1,0.0,15,0,22.75,10.62,2563.41,0.08,52,0.09,142.41,241.48,0.33,2,4,10,0.13,23,29,13,12,24,16.67,15,False
396,0,1,1,0,0,0,1,0.2,0,0.0,1,1.0,4,1,0.0,5,0,16.21,2.25,82.12,0.01,13,0.44,4.56,36.5,1.0,0,0,5,0.17,6,7,4,3,6,0.0,5,False
397,6,13,8,0,4,20,7,0.37,8,2.5,7,1.0,34,1,0.0,19,0,55.38,6.67,2461.38,0.12,76,0.15,136.74,369.21,0.14,6,10,29,0.23,35,41,21,8,30,17.39,19,False
398,2,7,5,0,1,8,4,0.44,2,4.0,2,0.5,16,4,1.0,9,0,27.77,6.77,1272.5,0.06,41,0.15,70.69,187.98,1.0,3,4,14,0.31,16,25,13,11,13,10.0,9,False
399,5,9,2,3,0,0,8,0.44,0,0.0,2,0.25,19,1,0.0,15,1,31.94,9.71,3008.82,0.1,62,0.1,167.16,310.0,0.13,0,0,13,0.33,22,40,17,15,24,16.67,18,False
400,1,6,3,0,0,0,5,0.5,0,0.0,5,1.0,12,1,0.0,10,1,31.79,6.35,1280.26,0.07,44,0.16,71.13,201.74,0.2,0,0,9,0.42,15,29,13,11,12,0.0,10,False
401,3,3,2,0,3,4,2,0.29,2,2.0,1,0.5,7,1,0.0,7,3,13.45,9.0,1089.13,0.04,28,0.11,60.51,121.01,0.5,1,2,7,0.14,12,16,8,12,14,30.0,7,False
402,5,3,5,0,2,4,2,0.2,2,2.0,2,1.0,10,1,0.0,10,0,58.84,4.17,1021.56,0.08,51,0.24,56.75,245.18,0.5,1,2,10,0.11,25,26,21,7,18,16.67,10,False
403,4,3,10,0,3,4,2,0.13,2,2.0,2,1.0,17,1,0.0,16,0,67.54,3.24,706.95,0.07,49,0.31,39.28,218.51,0.5,1,2,17,0.08,22,27,17,5,24,15.79,16,False
1,2,1,0,0,0,0,1,0.1,0,0.0,1,1.0,1,1,0.0,10,0,27.9,7.78,1687.93,0.07,57,0.13,93.77,217.02,1.0,0,0,2,0.08,28,29,9,5,13,0.0,10,False
2,1,1,4,0,0,0,1,0.07,0,0.0,1,1.0,5,1,0.0,14,2,40.67,14.0,7972.25,0.19,107,0.07,442.9,569.45,1.0,0,0,6,0.06,52,55,26,14,16,0.0,14,False
3,27,19,1,4,13,26,11,0.26,12,2.17,2,0.18,34,1,0.0,38,0,33.74,23.2,18157.82,0.26,136,0.04,1008.77,782.66,0.09,7,13,25,0.13,58,78,30,24,83,30.91,42,False
4,2,17,2,0,0,24,9,0.47,8,3.0,4,0.44,32,6,0.63,19,2,26.33,31.74,26522.64,0.28,154,0.03,1473.48,835.64,0.67,8,14,25,0.41,73,81,23,20,22,0.0,19,False
5,6,1,1,0,2,0,1,0.11,0,0.0,1,1.0,2,1,0.0,9,0,42.25,4.43,830.35,0.06,42,0.23,46.13,187.3,1.0,0,0,3,0.06,19,23,15,7,18,18.18,9,False
6,1,15,3,0,0,28,8,0.28,14,2.0,6,0.75,32,6,0.71,29,2,25.81,30.07,23331.58,0.26,143,0.03,1296.2,775.96,0.75,7,14,26,0.26,63,80,22,21,31,0.0,29,False
7,0,1,0,0,1,0,1,0.33,0,0.0,1,1.0,1,1,0.0,3,1,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,1.0,0,0,2,0.2,2,6,2,6,5,25.0,3,False
8,26,5,4,0,4,8,3,0.07,4,2.0,3,1.0,15,1,0.0,41,1,46.77,30.69,44054.95,0.48,243,0.03,2447.5,1435.37,0.33,2,4,14,0.04,114,129,39,21,72,8.89,41,True
9,3,9,3,0,0,16,5,0.21,8,2.0,4,0.8,21,1,0.0,24,3,33.71,14.84,7426.6,0.17,101,0.07,412.59,500.37,0.2,4,8,18,0.18,47,54,19,12,28,0.0,24,False
10,6,37,2,5,4,60,19,0.23,24,2.5,2,0.11,63,18,0.94,77,1,60.94,26.48,42724.78,0.54,266,0.04,2373.6,1613.58,0.95,18,30,46,0.2,116,150,46,21,93,10.47,82,False
11,3,1,2,0,0,0,1,0.06,0,0.0,1,1.0,4,1,0.0,17,0,43.58,12.62,6939.41,0.18,111,0.08,385.52,549.92,1.0,0,0,5,0.05,53,58,21,10,21,0.0,17,False
12,1,5,4,0,0,8,3,0.33,4,2.0,3,1.0,11,1,0.0,9,2,24.0,4.67,522.66,0.04,28,0.21,29.04,112.0,0.33,2,4,10,0.27,12,16,9,7,11,0.0,9,False
13,2,5,1,0,0,8,3,0.23,4,2.0,1,0.33,12,1,0.0,13,1,18.54,16.14,4839.01,0.1,63,0.06,268.83,299.56,0.33,2,4,11,0.19,30,33,13,14,16,0.0,13,False
14,18,9,1,0,0,12,5,0.38,4,3.0,2,0.4,14,5,1.0,13,2,16.54,12.36,2527.87,0.07,43,0.08,140.44,204.46,1.0,4,6,11,0.16,17,26,11,16,32,0.0,13,False
15,1,3,2,0,0,4,2,0.4,2,2.0,2,1.0,8,1,0.0,5,0,13.67,5.71,446.5,0.03,20,0.18,24.81,78.14,0.5,1,2,8,0.29,10,10,7,8,7,0.0,5,False
16,4,3,3,0,0,4,2,0.12,2,2.0,2,1.0,9,1,0.0,17,1,27.97,23.08,14896.06,0.22,139,0.04,827.56,645.5,0.5,1,2,9,0.09,50,89,13,12,22,0.0,17,False
17,2,1,1,0,0,0,1,0.33,0,0.0,1,1.0,2,1,0.0,3,3,13.5,2.0,54.0,0.01,9,0.5,3.0,27.0,1.0,0,0,3,0.17,4,5,4,4,6,0.0,3,True
18,11,5,3,0,13,8,3,0.25,4,2.0,1,0.33,12,1,0.0,12,0,36.12,6.39,1474.26,0.08,48,0.16,81.9,230.75,0.33,2,4,11,0.08,23,25,18,10,37,52.0,12,False
19,25,9,4,5,17,14,5,0.22,6,2.33,3,0.6,22,3,0.5,18,1,39.88,13.33,7090.32,0.18,98,0.08,393.91,531.77,0.6,4,7,19,0.08,45,53,27,16,66,55.0,23,False
20,1,11,1,1,0,16,6,0.29,6,2.67,2,0.33,17,6,1.0,20,3,21.74,20.19,8859.53,0.15,87,0.05,492.2,438.86,1.0,5,8,13,0.26,38,49,16,17,23,4.76,21,False
21,6,5,0,1,2,8,3,0.14,4,2.0,1,0.33,13,1,0.0,20,0,51.47,13.89,9932.28,0.24,143,0.07,551.79,715.0,0.33,2,4,12,0.1,71,72,23,9,30,13.04,21,False
22,19,59,3,0,29,116,30,0.14,58,2.0,3,0.1,110,1,0.0,208,4,242.69,36.29,319607.72,2.94,1190,0.03,17755.98,8807.05,0.03,29,58,82,0.12,573,617,150,19,257,12.24,208,False
23,6,1,1,0,3,0,1,0.17,0,0.0,1,1.0,2,1,0.0,6,1,23.55,14.58,5007.57,0.11,77,0.07,278.2,343.38,1.0,0,0,3,0.06,35,42,12,10,16,33.33,6,False
24,5,8,1,0,4,4,6,0.25,2,2.0,2,0.33,16,1,0.0,24,1,19.95,12.41,3072.34,0.08,54,0.08,170.69,247.59,0.17,1,2,12,0.18,21,33,11,13,34,14.29,24,False
25,24,1,1,0,24,0,1,0.05,0,0.0,1,1.0,2,1,0.0,19,0,77.95,9.14,6513.19,0.24,133,0.11,361.84,712.55,1.0,0,0,3,0.01,65,68,32,9,88,55.81,19,False
26,5,3,1,0,10,4,2,0.33,2,2.0,1,0.5,7,1,0.0,6,2,11.99,6.67,533.03,0.03,21,0.15,29.61,79.95,0.5,1,2,7,0.09,10,11,6,8,22,62.5,6,False
27,4,7,3,0,1,12,4,0.25,6,2.0,4,1.0,14,1,0.0,16,0,25.4,12.79,4158.09,0.11,65,0.08,231.0,325.0,0.25,3,6,12,0.18,29,36,17,15,22,5.88,16,False
28,0,1,0,0,0,0,1,0.09,0,0.0,1,1.0,1,1,0.0,11,0,64.9,3.6,841.09,0.08,55,0.28,46.73,233.64,1.0,0,0,2,0.08,27,28,15,4,12,0.0,11,False
29,2,3,2,0,0,4,2,0.33,2,2.0,2,1.0,7,1,0.0,6,0,16.5,2.0,66.0,0.01,11,0.5,3.67,33.0,0.5,1,2,7,0.22,4,7,4,4,9,0.0,6,False
30,2,1,2,0,0,0,1,0.2,0,0.0,1,1.0,5,1,0.0,5,3,20.93,11.28,2661.56,0.08,59,0.09,147.86,236.0,1.0,0,0,6,0.13,29,30,9,7,8,0.0,5,False
31,2,33,6,2,0,58,17,0.47,26,2.23,7,0.41,68,14,0.81,34,1,30.56,37.08,42020.85,0.38,196,0.03,2334.49,1133.15,0.82,16,29,53,0.44,89,107,30,25,39,5.56,36,False
32,12,5,3,2,8,8,3,0.23,4,2.0,2,0.67,13,1,0.0,11,2,31.59,11.45,4145.3,0.12,68,0.09,230.29,361.89,0.33,2,4,12,0.09,28,40,22,18,34,47.62,13,False
33,3,3,2,0,0,4,2,0.17,2,2.0,2,1.0,8,1,0.0,12,1,19.16,6.19,733.44,0.04,29,0.16,40.75,118.54,0.5,1,2,8,0.13,11,18,8,9,16,0.0,12,False
34,4,5,3,0,0,8,3,0.3,4,2.0,3,1.0,11,1,0.0,10,0,23.58,8.57,1732.45,0.07,43,0.12,96.25,202.12,0.33,2,4,10,0.2,20,23,14,12,15,0.0,10,False
35,16,13,3,0,10,24,7,0.17,12,2.0,4,0.57,29,1,0.0,41,2,59.59,22.8,30993.01,0.45,232,0.04,1721.83,1359.05,0.14,6,12,24,0.1,110,122,41,17,68,19.61,41,False
36,2,1,0,0,0,0,1,0.1,0,0.0,1,1.0,1,1,0.0,10,3,17.35,46.29,37167.22,0.27,217,0.02,2064.85,803.0,1.0,0,0,2,0.08,108,109,7,6,13,0.0,10,False
37,3,1,2,0,0,0,1,0.2,0,0.0,1,1.0,3,1,0.0,5,1,19.37,2.5,121.08,0.02,14,0.4,6.73,48.43,1.0,0,0,4,0.11,6,8,6,5,9,0.0,5,False
38,0,5,0,0,0,6,3,0.6,2,3.0,1,0.33,7,3,1.0,5,1,13.11,4.8,301.96,0.02,17,0.21,16.78,62.91,1.0,2,3,6,0.5,6,11,5,8,6,0.0,5,False
39,0,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False
40,0,3,0,0,0,4,2,0.33,2,2.0,1,0.5,6,1,0.0,6,1,6.0,6.0,216.0,0.01,12,0.17,12.0,36.0,0.5,1,2,6,0.29,4,8,2,6,7,0.0,6,False
41,1,3,0,0,0,4,2,0.22,2,2.0,1,0.5,5,1,0.0,9,1,35.77,7.0,1752.53,0.08,57,0.14,97.36,250.36,0.5,1,2,5,0.18,28,29,14,7,11,0.0,9,False
42,18,15,4,2,6,26,8,0.17,12,2.17,7,0.88,37,3,0.29,45,0,63.61,27.76,48997.85,0.59,289,0.04,2722.1,1765.36,0.38,7,13,31,0.11,136,153,49,20,72,15.09,47,False
43,10,1,1,1,19,0,1,0.17,0,0.0,1,1.0,2,1,0.0,5,1,12.44,4.9,298.63,0.02,17,0.2,16.59,60.94,1.0,0,0,3,0.03,7,10,5,7,36,80.0,6,False
44,0,1,0,0,0,0,1,0.33,0,0.0,1,1.0,1,1,0.0,3,1,12.03,4.0,192.42,0.02,13,0.25,10.69,48.11,1.0,0,0,2,0.25,5,8,5,8,4,0.0,3,False
45,8,11,2,0,4,18,6,0.18,8,2.25,4,0.67,23,5,0.8,33,2,69.47,9.03,5659.94,0.21,110,0.11,314.44,627.05,0.83,5,9,19,0.13,49,61,38,14,46,10.81,33,False
46,12,4,3,1,5,0,3,0.16,0,0.0,3,1.0,12,1,0.0,18,2,29.48,10.0,2948.03,0.1,62,0.1,163.78,294.8,0.33,0,0,11,0.08,25,37,15,12,37,25.0,19,False
47,7,7,3,2,7,12,4,0.15,6,2.0,4,1.0,15,1,0.0,24,1,37.25,27.5,28170.17,0.34,178,0.04,1565.01,1024.36,0.25,3,6,13,0.1,80,98,32,22,41,27.27,26,True
48,0,1,0,1,2,0,1,0.13,0,0.0,1,1.0,1,1,0.0,7,3,15.94,10.29,1686.86,0.05,41,0.1,93.71,164.0,1.0,0,0,2,0.09,16,25,7,9,11,30.0,8,False
49,0,1,1,0,1,0,1,0.2,0,0.0,1,1.0,2,1,0.0,5,1,7.4,5.83,251.91,0.01,13,0.17,14.0,43.19,1.0,0,0,3,0.14,5,8,3,7,7,16.67,5,False
50,14,9,3,1,10,16,5,0.28,8,2.0,2,0.4,22,1,0.0,17,2,35.29,23.68,19791.23,0.28,156,0.04,1099.51,835.78,0.2,4,8,19,0.12,74,82,25,16,43,39.29,18,False
51,0,5,4,0,0,8,3,0.23,4,2.0,3,1.0,14,1,0.0,13,1,14.28,9.33,1243.74,0.04,35,0.11,69.1,133.26,0.33,2,4,13,0.21,14,21,6,8,14,0.0,13,False
52,1,1,3,0,0,0,1,0.17,0,0.0,1,1.0,5,1,0.0,6,0,19.23,5.69,622.17,0.04,28,0.18,34.57,109.39,1.0,0,0,6,0.13,13,15,8,7,8,0.0,6,False
53,0,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False
54,1,3,3,1,0,4,2,0.25,2,2.0,2,1.0,8,1,0.0,7,0,17.31,5.5,523.51,0.03,25,0.18,29.08,95.18,0.5,1,2,8,0.2,11,14,7,7,10,12.5,8,False
55,1,5,2,0,0,8,3,0.43,4,2.0,3,1.0,13,1,0.0,7,2,24.15,8.59,1782.21,0.07,48,0.12,99.01,207.45,0.33,2,4,12,0.33,21,27,11,9,9,0.0,7,False
56,0,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False
57,4,53,6,0,0,100,27,0.44,48,2.08,23,0.85,124,19,0.69,62,2,88.96,33.0,96874.9,0.98,450,0.03,5381.94,2935.6,0.7,26,50,99,0.4,210,240,70,22,67,0.0,62,False
58,10,1,1,0,21,0,1,0.11,0,0.0,1,1.0,8,1,0.0,9,1,48.36,7.78,2925.63,0.13,81,0.13,162.53,376.15,1.0,0,0,9,0.02,40,41,18,7,41,70.0,9,False
59,4,13,4,1,4,16,7,0.23,4,4.0,2,0.29,22,6,0.83,29,1,62.47,19.9,24732.36,0.41,215,0.05,1374.02,1242.99,0.86,6,10,17,0.18,97,118,39,16,39,14.71,30,True
60,0,3,0,0,0,4,2,0.33,2,2.0,1,0.5,5,1,0.0,6,2,10.04,5.0,250.95,0.02,14,0.2,13.94,50.19,0.5,1,2,5,0.29,5,9,4,8,7,0.0,6,False
61,9,7,3,2,0,8,4,0.29,2,4.0,2,0.5,12,4,1.0,12,1,33.12,8.0,2119.78,0.09,54,0.13,117.77,264.97,1.0,3,4,10,0.17,24,30,18,12,24,14.29,14,False
