LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects,id
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False,1851
2,3,0,4,0,4,2,0.25,2,1,0,5,1,0,4,1,0,0,8.76,10.0,875.69,0.03,23,0.1,48.65,87.57,0,1,2,5,0.17,8,15,4,10,12,50.0,8,False,1852
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0,0,2,1.0,0,1,0,1,1,0.0,0,False,1853
5,5,3,1,0,8,3,0.14,4,3,1,17,1,0,20,0,0,0,23.97,11.57,3209.06,0.09,59,0.09,178.28,277.33,0,2,4,16,0.11,27,32,14,12,28,4.76,21,False,1854
36,37,35,10,26,70,19,0.13,34,17,0,119,8,0,133,0,11,0,92.83,40.06,148951.03,1.24,566,0.02,8275.05,3718.54,0,18,35,102,0.08,237,329,71,24,228,21.3,143,False,1855
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False,1856
1,3,6,0,0,4,2,0.25,2,1,0,11,1,0,8,0,1,0,15.07,9.75,1432.72,0.05,34,0.1,79.6,146.95,0,1,2,11,0.18,13,21,8,12,11,0.0,8,False,1857
0,3,2,0,0,4,2,0.5,2,2,1,6,1,0,4,0,2,1,11.99,6.67,533.03,0.03,21,0.15,29.61,79.95,0,1,2,6,0.33,10,11,6,8,6,0.0,4,False,1858
1,3,2,0,2,4,2,0.17,2,2,1,8,1,0,12,0,0,0,16.67,8.56,1220.22,0.05,33,0.12,67.79,142.62,0,1,2,8,0.12,14,19,9,11,17,14.29,12,False,1859
17,7,5,0,21,12,4,0.09,6,4,1,27,1,0,44,0,0,0,33.53,50.43,85301.8,0.56,320,0.02,4738.99,1691.33,0,3,6,25,0.05,145,175,23,16,84,32.31,44,False,1860
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False,1861
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False,1862
6,5,7,0,2,8,3,0.13,4,2,0,16,1,0,23,0,2,0,51.71,10.22,5402.86,0.18,100,0.1,300.16,528.54,0,2,4,15,0.09,46,54,27,12,33,8.0,23,False,1863
0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,3,0.25,2,3,2,3,4,0.0,2,False,1864
0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,3,0.5,0,0,0,0,2,0.0,0,False,1865
10,9,3,2,7,16,5,0.2,8,3,0,22,1,0,23,0,0,0,28.49,33.47,31908.79,0.32,189,0.03,1772.71,953.39,0,4,8,19,0.11,63,126,16,17,44,28.13,25,False,1866
0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,1.0,2,4,2,4,1,0.0,0,False,1867
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,8.3,6.67,369.01,0.02,16,0.15,20.5,55.35,1,0,0,2,0.5,5,11,3,8,2,0.0,0,False,1868
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,1,0,0,2,1.0,0,3,0,3,1,0.0,0,False,1869
0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,0,0,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1,0,0,3,0.5,1,6,1,6,2,0.0,0,False,1870
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False,1871
0,3,2,0,0,4,2,0.5,2,2,1,6,1,0,4,0,1,0,13.67,6.0,492.27,0.03,21,0.17,27.35,82.04,0,1,2,6,0.33,6,15,5,10,6,0.0,4,False,1872
0,1,2,0,0,0,1,1.0,0,1,1,3,1,0,0,0,1,1,7.33,4.5,148.5,0.01,11,0.22,8.25,33.0,1,0,0,4,1.0,3,8,2,6,1,0.0,0,False,1873
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,8.6,7.5,483.97,0.02,18,0.13,26.89,64.53,1,0,0,2,0.5,5,13,3,9,2,0.0,0,False,1874
1,7,0,0,2,12,1,0.05,6,1,1,18,1,0,19,0,1,1,26.29,17.5,8052.16,0.15,89,0.06,447.34,460.12,1,3,6,16,0.04,35,54,18,18,25,9.52,19,False,1875
0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.25,1,3,1,3,4,0.0,2,False,1876
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False,1877
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1,0,0,2,1.0,0,2,0,2,1,0.0,0,False,1878
7,3,1,0,1,4,2,0.11,2,1,0,7,1,0,19,0,2,1,40.29,8.75,3084.66,0.12,75,0.11,171.37,352.53,0,1,2,7,0.07,28,47,16,10,29,5.0,19,False,1879
1,5,6,0,3,8,3,0.16,4,3,1,14,1,0,19,0,3,1,19.07,10.91,2270.01,0.07,46,0.09,126.11,208.08,0,2,4,13,0.12,20,26,11,12,25,13.64,19,False,1880
0,1,3,0,0,0,1,1.0,0,1,1,4,1,0,0,0,1,1,9.31,2.5,58.16,0.01,9,0.4,3.23,23.26,1,0,0,5,0.5,1,8,1,5,2,0.0,0,False,1881
0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1,0,0,3,0.5,3,6,3,6,2,0.0,0,False,1882
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1.0,2,4,2,4,1,0.0,0,False,1883
2,1,0,0,1,0,1,1.0,0,1,1,1,1,0,1,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0,0,2,0.04,0,1,0,1,24,50.0,1,False,1884
0,5,3,0,0,8,3,0.5,4,3,1,11,1,0,6,0,0,0,30.72,9.0,2488.36,0.09,62,0.11,138.24,276.48,0,2,4,10,0.3,18,44,11,11,10,0.0,6,False,1885
0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.2,1,3,1,3,5,0.0,2,False,1886
0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,1,1,8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,1,0,0,2,0.2,2,6,2,5,5,0.0,2,False,1887
0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,3,1.0,1,5,1,5,1,0.0,0,False,1888
0,1,2,0,0,0,1,1.0,0,1,1,4,1,0,0,0,1,1,10.68,4.67,232.53,0.02,15,0.21,12.92,49.83,1,0,0,5,0.5,4,11,3,7,2,0.0,0,False,1889
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.5,2,4,2,4,2,0.0,0,False,1890
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,3.0,1.0,3.0,0.0,3,1.0,0.17,3.0,1,0,0,2,1.0,2,1,1,1,1,0.0,0,False,1891
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.5,2,4,2,4,2,0.0,0,False,1892
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False,1893
0,1,0,0,0,0,1,0.25,0,1,1,1,1,0,4,0,1,1,9.47,2.67,67.38,0.01,9,0.38,3.74,25.27,1,0,0,2,0.17,4,5,3,4,6,0.0,4,False,1894
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.33,1,3,1,3,3,0.0,0,False,1895
4,3,2,4,2,4,2,0.13,2,2,1,6,1,0,12,0,2,1,23.17,19.08,8433.46,0.15,91,0.05,468.53,442.08,0,1,2,6,0.07,31,60,13,16,27,33.33,16,False,1896
2,1,1,0,1,0,1,0.14,0,1,1,2,1,0,7,0,0,0,10.8,13.75,2041.35,0.05,38,0.07,113.41,148.46,1,0,0,3,0.08,10,28,4,11,12,12.5,7,False,1897
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.5,2,4,2,4,2,0.0,0,False,1898
2,5,2,1,0,8,3,0.25,4,2,0,13,1,0,11,0,0,0,16.8,10.91,1999.82,0.06,39,0.09,111.1,183.32,0,2,4,12,0.19,16,23,11,15,16,8.33,12,False,1899
0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,1,1,13.5,2.0,54.0,0.01,9,0.5,3.0,27.0,1,0,0,3,0.33,4,5,4,4,3,0.0,2,False,1900
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1.0,2,4,2,4,1,0.0,0,False,1901
5,11,7,0,5,18,6,0.3,8,5,0,30,6,1,20,0,0,0,42.08,11.3,5376.72,0.16,92,0.09,298.71,475.63,1,5,9,26,0.19,40,52,23,13,32,20.0,20,False,1902
0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,1,1,8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,1,0,0,2,0.2,2,6,2,5,5,0.0,2,False,1903
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.5,2,4,2,4,2,0.0,0,False,1904
0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.25,1,3,1,3,4,0.0,2,False,1905
0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1,0,0,3,1.0,1,6,1,6,1,0.0,0,False,1906
0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,3,1,1,12.18,3.0,109.62,0.01,11,0.33,6.09,36.54,1,0,0,3,0.5,4,7,4,6,2,0.0,0,False,1907
0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,1,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,3,0.5,2,3,2,3,2,0.0,1,False,1908
0,1,1,0,0,0,1,0.25,0,1,1,2,1,0,4,0,1,1,10.24,7.0,501.89,0.02,20,0.14,27.88,71.7,1,0,0,3,0.17,7,13,4,8,6,0.0,4,False,1909
1,7,1,0,1,12,4,0.4,6,2,0,13,1,0,10,0,0,0,16.47,8.44,1172.59,0.05,34,0.12,65.14,138.97,0,3,6,11,0.29,15,19,8,9,14,9.09,10,False,1910
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False,1911
0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,3,0.5,0,0,0,0,2,0.0,0,False,1912
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False,1913
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False,1914
1,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,3,0.2,2,3,2,3,5,0.0,2,False,1915
8,9,0,4,10,16,5,0.16,8,1,0,21,1,0,28,0,5,1,132.18,6.24,5141.49,0.27,151,0.16,285.64,824.37,0,4,8,18,0.1,79,72,38,6,52,33.33,32,False,1916
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False,1917
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False,1918
0,1,2,0,0,0,1,0.17,0,1,1,3,1,0,6,0,1,1,17.51,5.0,437.85,0.03,23,0.2,24.32,87.57,1,0,0,4,0.13,10,13,7,7,8,0.0,6,False,1919
0,1,0,0,0,0,1,0.33,0,1,1,1,1,0,3,0,0,0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1,0,0,2,0.2,3,6,3,6,5,0.0,3,False,1920
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False,1921
0,1,3,0,0,0,1,1.0,0,1,1,4,1,0,0,0,1,1,8.3,6.0,298.97,0.02,15,0.17,16.61,49.83,1,0,0,5,0.5,3,12,2,8,2,0.0,0,False,1922
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False,1923
1,3,1,0,0,4,2,0.2,2,1,0,7,1,0,10,4,1,0,17.28,5.79,578.57,0.03,25,0.17,32.14,100.0,0,1,2,7,0.15,9,16,7,9,13,0.0,10,False,1924
0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,1,1,8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,1,0,0,2,0.2,2,6,2,5,5,0.0,2,False,1925
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.5,2,4,2,4,2,0.0,0,False,1926
13,5,1,0,0,0,3,0.27,0,2,0,9,1,0,11,0,2,0,14.85,6.67,659.94,0.03,26,0.15,36.66,98.99,0,0,0,8,0.11,10,16,6,8,27,0.0,11,False,1927
19,49,5,4,26,40,34,0.16,20,28,0,109,4,0,214,3,5,0,94.84,75.8,544985.68,2.4,946,0.01,30276.98,7189.52,0,10,20,77,0.12,414,532,142,52,276,12.3,218,False,1928
0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.25,1,3,1,3,4,0.0,2,False,1929
0,3,2,1,0,4,2,0.11,2,1,0,7,1,0,17,0,0,0,56.84,6.73,2575.02,0.13,74,0.15,143.06,382.57,0,1,2,7,0.1,35,39,26,10,20,5.56,18,False,1930
0,3,2,0,0,4,2,0.67,2,2,1,6,1,0,3,0,2,1,14.28,4.0,228.44,0.02,15,0.25,12.69,57.11,0,1,2,6,0.4,6,9,6,8,5,0.0,3,False,1931
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1,0,0,2,1.0,0,1,0,1,1,0.0,0,False,1932
0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1,0,0,3,1.0,1,6,1,6,1,0.0,0,False,1933
0,3,2,0,0,6,2,0.25,2,2,1,6,1,0,8,0,2,1,23.46,10.29,2485.24,0.08,52,0.1,138.07,241.48,0,2,3,6,0.2,19,33,12,13,10,0.0,8,False,1934
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,2,1.0,0,0,0,0,1,0.0,0,False,1935
0,3,1,0,0,4,2,1.0,2,2,1,5,1,0,0,0,0,0,9.32,5.0,233.02,0.02,13,0.2,12.95,46.6,0,1,2,5,1.0,5,8,4,8,2,0.0,0,False,1936
7,13,10,2,9,24,7,0.21,12,5,0,43,1,0,31,0,7,1,73.7,13.26,12966.91,0.33,178,0.08,720.38,977.55,0,6,12,38,0.14,82,96,34,11,51,26.19,33,False,1937
0,1,0,1,0,0,1,0.5,0,1,1,1,1,0,1,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,0.25,2,3,2,3,4,50.0,2,False,1938
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1.0,2,4,2,4,1,0.0,0,False,1939
0,1,1,2,0,0,1,0.33,0,1,1,2,1,0,1,0,0,0,13.5,2.0,54.0,0.01,9,0.5,3.0,27.0,1,0,0,3,0.2,4,5,4,4,5,66.67,3,False,1940
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False,1941
0,5,1,0,1,8,3,0.3,4,1,0,9,1,0,10,0,2,0,15.82,9.29,1364.49,0.05,34,0.11,75.81,146.95,0,2,4,8,0.23,10,24,7,13,13,9.09,10,False,1942
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,0.5,2,3,2,3,2,0.0,0,False,1943
1,1,1,1,0,0,1,0.1,0,1,1,2,1,0,9,5,1,1,37.62,11.19,4714.06,0.14,85,0.09,261.89,421.11,1,0,0,3,0.05,31,54,18,13,19,10.0,10,False,1944
0,1,3,0,0,0,1,1.0,0,1,1,4,1,0,0,0,0,0,8.3,6.0,298.97,0.02,15,0.17,16.61,49.83,1,0,0,5,0.5,3,12,2,8,2,0.0,0,False,1945
1,3,6,0,0,4,2,0.25,2,1,0,11,1,0,8,0,1,0,15.07,9.75,1432.72,0.05,34,0.1,79.6,146.95,0,1,2,11,0.18,13,21,8,12,11,0.0,8,False,1946
4,1,0,5,5,0,1,0.13,0,1,1,1,1,0,3,0,0,0,24.91,5.33,708.45,0.04,34,0.19,39.36,132.83,1,0,0,2,0.05,16,18,9,6,19,76.92,8,False,1947
0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,3,0.5,2,5,2,5,2,0.0,0,False,1948
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,2,1.0,0,0,0,0,1,0.0,0,False,1949
0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.33,1,3,1,3,3,0.0,2,False,1950
0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1,0,0,2,0.25,1,4,1,4,4,0.0,2,False,1951
0,3,0,0,0,4,2,1.0,2,1,0,6,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1,2,6,1.0,0,0,0,0,2,0.0,0,False,1952
0,3,3,0,0,0,2,0.2,0,2,1,8,1,0,10,0,2,1,13.4,7.0,656.36,0.03,24,0.14,36.46,93.77,0,0,0,8,0.17,7,17,5,10,12,0.0,10,False,1953
0,16,0,31,0,0,15,0.19,0,1,0,32,1,0,50,0,15,1,41.55,38.0,59998.29,0.53,247,0.03,3333.24,1578.9,0,0,0,19,0.18,92,155,46,38,83,38.27,81,False,1954
0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1,0,0,3,1.0,1,6,1,6,1,0.0,0,False,1955
0,1,1,0,0,0,1,0.33,0,1,1,2,1,0,3,0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,3,0.2,2,4,2,4,5,0.0,3,False,1956
0,1,1,0,0,0,1,0.06,0,1,1,2,1,0,18,8,1,1,49.27,15.44,11741.46,0.25,146,0.06,652.3,760.58,1,0,0,3,0.03,57,89,24,13,30,0.0,18,False,1957
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,1.0,2,4,2,4,1,0.0,0,False,1958
0,1,0,0,0,0,1,0.25,0,1,1,1,1,0,4,0,1,1,9.47,2.67,67.38,0.01,9,0.38,3.74,25.27,1,0,0,2,0.17,4,5,3,4,6,0.0,4,False,1959
3,5,6,0,3,8,1,0.07,4,1,1,16,1,0,15,0,0,0,32.04,6.6,1396.03,0.07,45,0.15,77.56,211.52,1,2,4,15,0.04,18,27,15,11,23,16.67,15,False,1960
0,1,2,0,0,0,1,1.0,0,1,1,4,1,0,0,0,1,1,10.68,4.67,232.53,0.02,15,0.21,12.92,49.83,1,0,0,5,0.5,4,11,3,7,2,0.0,0,False,1961
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False,1962
2,3,1,5,0,0,2,0.2,0,2,1,6,1,0,5,0,0,0,13.96,6.0,502.57,0.03,22,0.17,27.92,83.76,0,0,0,6,0.14,9,13,6,8,14,50.0,10,False,1963
0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,0,0,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1,0,0,3,0.5,1,6,1,6,2,0.0,0,False,1964
0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.25,1,3,1,3,4,0.0,2,False,1965
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,2,1.0,2,3,2,3,1,0.0,0,False,1966
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1,0,0,2,1.0,1,6,1,6,1,0.0,0,False,1967
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,1.0,1,3,1,3,1,0.0,0,False,1968
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1,0,0,2,0.5,2,4,2,4,2,0.0,0,False,1969
0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,3,0.25,2,3,2,3,4,0.0,2,False,1970
0,3,2,0,0,4,2,0.5,2,2,1,6,1,0,4,0,0,0,10.88,5.6,341.29,0.02,17,0.18,18.96,60.94,0,1,2,6,0.33,8,9,5,7,6,0.0,4,False,1971
0,1,1,0,0,0,1,0.33,0,1,1,2,1,0,3,0,1,1,8.72,4.0,139.48,0.01,11,0.25,7.75,34.87,1,0,0,3,0.2,4,7,3,6,5,0.0,3,False,1972
0,1,0,0,0,0,1,0.5,0,1,1,1,1,0,2,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1,0,0,2,0.2,1,3,1,3,5,0.0,2,False,1973
0,3,1,0,1,4,2,0.25,2,1,0,6,1,0,8,0,0,0,14.97,9.29,1290.47,0.05,34,0.11,71.69,138.97,0,1,2,6,0.18,13,21,7,10,11,11.11,8,False,1974
0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,0,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1,0,0,3,1.0,1,5,1,5,1,0.0,0,False,1975
0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,7.71,3.5,94.5,0.01,9,0.29,5.25,27.0,1,0,0,3,0.25,1,8,1,7,4,0.0,2,False,1976
0,1,1,0,0,0,1,0.5,0,1,1,2,1,0,2,0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1,0,0,3,0.25,2,3,2,3,4,0.0,2,False,1977
2,3,1,0,1,4,2,0.22,2,2,1,6,1,0,9,0,2,1,12.73,6.75,580.17,0.03,22,0.15,32.22,85.95,0,1,2,6,0.14,9,13,6,9,14,10.0,9,False,1978
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,0,0,2,1.0,0,0,0,0,1,0.0,0,False,1979
0,1,1,1,0,0,1,0.5,0,1,1,2,1,0,1,0,0,0,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,1,0,0,3,0.25,3,4,3,4,4,50.0,2,False,1980
0,1,0,0,0,0,1,1.0,0,1,1,1,1,0,0,0,1,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1,0,0,2,1.0,2,5,2,5,1,0.0,0,False,1981
0,1,1,0,0,0,1,1.0,0,1,1,2,1,0,0,0,1,1,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1,0,0,3,1.0,3,5,3,5,1,0.0,0,False,1982
