BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects,id
1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,1.0,0,0,2,0.2,2,6,2,6,5,0.0,0,False,4499
1,0,3,0,0,1,0.25,0,0.0,1,1.0,1,1,0,1,1,10.68,4.67,232.53,0.02,15,0.21,12.92,49.83,1.0,0,0,2,0.17,4,11,3,7,6,75.0,4,False,4500
1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,3,14.62,2.5,91.35,0.01,11,0.4,5.08,36.54,1.0,0,0,3,0.2,5,6,5,5,5,50.0,2,False,4501
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False,4502
1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False,4503
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False,4504
3,0,3,8,4,2,0.4,2,2.0,1,0.5,6,1,0,2,0,10.98,11.92,1558.69,0.04,32,0.08,86.59,130.8,0.5,1,2,6,0.13,13,19,6,11,15,84.62,5,False,4505
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False,4506
7,2,8,0,12,4,0.4,6,2.0,2,0.5,17,1,0,2,2,14.14,10.39,1526.6,0.05,34,0.1,84.81,146.95,0.25,3,6,15,0.33,17,17,9,11,12,80.0,10,False,4507
7,4,6,0,12,4,0.57,6,2.0,4,1.0,22,1,0,1,1,12.38,20.0,4951.76,0.08,54,0.05,275.1,247.59,0.25,3,6,20,0.44,24,30,9,15,9,85.71,7,False,4508
1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1.0,0,0,2,1.0,2,5,2,5,1,0.0,0,False,4509
1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,3,33.44,0.63,13.06,0.01,9,1.6,0.73,20.9,1.0,0,0,3,0.33,5,4,4,1,3,0.0,1,False,4510
1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,0.5,3,5,3,5,2,0.0,0,False,4511
1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,0,8.15,3.5,99.85,0.01,9,0.29,5.55,28.53,1.0,0,0,3,0.25,2,7,2,7,4,50.0,2,False,4512
1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1.0,0,0,3,1.0,1,4,1,4,1,0.0,0,False,4513
1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1.0,0,0,3,0.25,2,5,2,5,4,50.0,2,False,4514
3,1,2,4,4,2,0.67,2,2.0,2,1.0,5,1,0,1,0,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,0.5,1,2,5,0.22,2,6,2,6,9,85.71,3,False,4515
1,0,3,0,0,1,0.25,0,0.0,1,1.0,1,1,0,1,2,10.34,2.5,64.62,0.01,10,0.4,3.59,25.85,1.0,0,0,2,0.17,5,5,3,3,6,75.0,4,False,4516
11,0,5,0,20,6,0.86,8,2.5,1,0.17,18,5,0,2,4,12.42,12.83,2045.78,0.05,39,0.08,113.65,159.41,0.83,6,10,14,0.6,14,25,6,11,10,71.43,7,False,4517
1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,1.0,2,4,2,4,1,0.0,0,False,4518
3,1,2,0,4,2,0.67,2,2.0,2,1.0,5,1,0,1,0,9.49,3.5,116.27,0.01,10,0.29,6.46,33.22,0.5,1,2,5,0.4,3,7,3,7,5,66.67,3,False,4519
1,5,58,15,0,1,0.02,0,0.0,1,1.0,55,1,0,2,2,309.68,12.53,48612.0,1.29,621,0.08,2700.67,3879.96,1.0,0,0,56,0.01,247,374,69,7,76,97.33,60,False,4520
1,0,1,0,4,1,0.5,2,2.0,1,1.0,1,1,0,1,2,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,1.0,1,2,2,0.25,2,6,2,6,4,50.0,2,False,4521
5,2,8,0,8,3,0.33,4,2.0,3,1.0,9,1,0,1,2,14.12,17.85,4498.36,0.08,53,0.06,249.91,252.01,0.33,2,4,8,0.27,21,32,10,17,11,88.89,9,False,4522
1,1,0,0,0,1,1.0,0,0.0,1,1.0,3,1,0,0,2,9.51,4.0,152.16,0.01,12,0.25,8.45,38.04,1.0,0,0,4,0.5,4,8,3,6,2,0.0,0,False,4523
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False,4524
1,1,0,0,0,1,1.0,0,0.0,1,1.0,3,1,0,0,2,9.51,4.0,152.16,0.01,12,0.25,8.45,38.04,1.0,0,0,4,0.5,4,8,3,6,2,0.0,0,False,4525
1,0,1,4,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,0.13,2,4,2,4,8,83.33,2,False,4526
1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,5,20.84,5.25,574.31,0.04,28,0.19,31.91,109.39,1.0,0,0,3,0.14,12,16,8,7,7,66.67,3,False,4527
3,1,4,10,4,2,0.4,2,2.0,1,0.5,7,1,0,1,0,13.1,6.86,616.17,0.03,23,0.15,34.23,89.86,0.5,1,2,7,0.12,12,11,7,8,17,93.33,5,False,4528
1,1,3,2,0,1,0.25,0,0.0,1,1.0,3,1,0,1,0,21.43,4.38,410.22,0.03,24,0.23,22.79,93.77,1.0,0,0,4,0.13,10,14,8,7,8,83.33,4,False,4529
1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,0.25,2,4,2,4,4,50.0,2,False,4530
1,0,2,0,0,1,0.33,0,0.0,1,1.0,1,1,0,1,0,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,1.0,0,0,2,0.2,2,7,2,6,5,66.67,3,False,4531
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False,4532
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,0.5,1,2,7,0.29,7,10,6,8,7,80.0,5,False,4533
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False,4534
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False,4535
1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,3,1.0,1,0,1,0,1,0.0,0,False,4536
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False,4537
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1.0,0,0,2,0.25,1,4,1,4,4,50.0,2,False,4538
1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,1.0,0,1,0,1,1,0.0,0,False,4539
1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,2,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,3,0.5,2,0,2,0,2,0.0,1,False,4540
1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False,4541
1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.25,3,6,3,6,4,66.67,3,False,4542
1,6,6,0,0,1,0.14,0,0.0,1,1.0,7,1,0,1,1,37.79,8.25,2572.16,0.1,68,0.12,142.9,311.78,1.0,0,0,8,0.11,33,35,16,8,9,85.71,7,False,4543
1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,1.0,0,0,3,0.25,3,6,2,5,4,66.67,3,False,4544
5,4,3,0,8,3,0.75,4,2.0,3,1.0,16,1,0,1,0,13.46,9.33,1172.67,0.04,33,0.11,65.15,125.64,0.33,2,4,15,0.5,14,19,6,8,6,75.0,4,False,4545
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False,4546
1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,1.0,0,0,3,1.0,2,1,2,1,1,0.0,0,False,4547
1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,3,12.18,3.0,109.62,0.01,11,0.33,6.09,36.54,1.0,0,0,3,0.25,4,7,4,6,4,50.0,2,False,4548
5,2,3,0,8,3,0.75,4,2.0,2,0.67,12,1,0,1,3,10.57,12.86,1747.72,0.05,32,0.08,97.1,135.93,0.33,2,4,11,0.43,15,17,7,12,7,75.0,4,False,4549
1,0,3,0,0,1,0.25,0,0.0,1,1.0,1,1,0,1,2,10.34,2.5,64.62,0.01,10,0.4,3.59,25.85,1.0,0,0,2,0.17,5,5,3,3,6,75.0,4,False,4550
1,1,3,0,0,1,0.25,0,0.0,1,1.0,4,1,0,1,7,31.26,4.5,632.92,0.05,36,0.22,35.16,140.65,1.0,0,0,5,0.13,18,18,10,5,8,75.0,4,False,4551
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False,4552
7,0,1,0,12,4,2.0,6,2.0,1,0.25,12,1,0,1,3,6.66,10.0,665.68,0.02,21,0.1,36.98,66.57,0.25,3,6,10,1.0,10,11,3,6,4,50.0,2,False,4553
3,2,2,0,4,2,0.67,2,2.0,2,1.0,8,1,0,1,0,6.16,10.67,701.11,0.02,19,0.09,38.95,65.73,0.5,1,2,8,0.4,8,11,3,8,5,66.67,3,False,4554
5,2,3,0,8,3,0.75,4,2.0,2,0.67,11,3,1,1,1,9.79,9.6,902.51,0.03,23,0.1,50.14,94.01,1.0,2,4,10,0.5,8,15,5,12,6,75.0,4,False,4555
3,2,4,0,4,2,0.4,2,2.0,2,1.0,7,1,0,1,2,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,0.5,1,2,7,0.29,7,10,6,8,7,80.0,5,False,4556
1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False,4557
3,1,5,4,4,2,0.29,2,2.0,2,1.0,6,1,0,2,1,14.76,4.5,298.97,0.02,20,0.22,16.61,66.44,0.5,1,2,6,0.15,6,14,4,6,13,81.82,7,False,4558
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1.0,0,0,2,0.25,1,4,1,4,4,50.0,2,False,4559
1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,5.4,8.0,345.48,0.01,13,0.13,19.19,43.19,1.0,0,0,3,0.2,4,9,2,8,5,66.67,3,False,4560
1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,6,19.58,3.5,239.86,0.02,18,0.29,13.33,68.53,1.0,0,0,3,0.25,7,11,7,7,4,66.67,3,False,4561
39,18,129,73,74,20,0.14,36,2.06,16,0.8,120,10,0,17,2,93.49,45.59,194350.1,1.42,655,0.02,10797.23,4262.61,0.5,19,37,102,0.09,286,369,69,22,223,92.24,146,False,4562
1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,2,10.44,3.5,127.89,0.01,11,0.29,7.11,36.54,1.0,0,0,2,1.0,3,8,3,7,1,0.0,0,False,4563
5,4,5,0,8,3,0.5,4,2.0,2,0.67,13,1,0,1,4,19.31,8.89,1525.99,0.06,42,0.11,84.78,171.67,0.33,2,4,12,0.33,20,22,9,8,9,83.33,6,False,4564
3,2,5,0,4,2,0.29,2,2.0,2,1.0,7,1,0,2,0,13.02,7.5,732.54,0.03,25,0.13,40.7,97.67,0.5,1,2,7,0.22,10,15,6,9,9,71.43,7,False,4565
9,1,8,0,16,5,0.5,8,2.0,2,0.4,18,3,0,2,3,8.77,19.5,3333.86,0.06,41,0.05,185.21,170.97,0.6,4,8,15,0.36,15,26,5,13,14,80.0,10,False,4566
1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,2,20.0,0.5,5.0,0.0,5,2.0,0.28,10.0,1.0,0,0,3,0.33,3,2,3,1,3,0.0,1,False,4567
3,3,3,0,4,2,0.5,2,2.0,2,1.0,7,1,0,1,2,10.79,7.2,559.51,0.03,21,0.14,31.08,77.71,0.5,1,2,7,0.33,9,12,5,8,6,75.0,4,False,4568
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False,4569
1,0,2,0,0,1,0.33,0,0.0,1,1.0,1,1,0,1,1,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,1.0,0,0,2,0.2,2,7,2,6,5,66.67,3,False,4570
1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,5.4,8.0,345.48,0.01,13,0.13,19.19,43.19,1.0,0,0,3,0.2,4,9,2,8,5,66.67,3,False,4571
1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,1.0,0,0,3,1.0,2,1,2,1,1,0.0,0,False,4572
3,0,1,0,4,2,1.0,2,2.0,1,0.5,5,1,0,1,0,5.99,3.75,84.22,0.01,8,0.27,4.68,22.46,0.5,1,2,5,0.5,3,5,2,5,4,50.0,2,False,4573
5,0,1,0,8,3,1.5,2,4.0,1,0.33,7,1,0,1,2,5.89,13.5,1074.15,0.03,23,0.07,59.68,79.57,0.33,3,4,6,0.75,6,17,2,9,4,50.0,2,False,4574
1,0,1,1,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,9.05,2.0,36.19,0.01,7,0.5,2.0,18.09,1.0,0,0,2,0.2,2,5,2,4,5,66.67,2,False,4575
1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,1,8.0,3.0,72.0,0.01,8,0.33,4.0,24.0,1.0,0,0,3,0.25,2,6,2,6,4,50.0,2,False,4576
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False,4577
1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,2,20.0,0.5,5.0,0.0,5,2.0,0.28,10.0,1.0,0,0,3,0.33,3,2,3,1,3,0.0,1,False,4578
1,0,2,9,0,1,0.33,0,0.0,1,1.0,1,1,0,1,0,11.63,2.0,46.53,0.01,9,0.5,2.58,23.26,1.0,0,0,2,0.07,4,5,3,3,14,91.67,3,False,4579
1,3,1,0,0,1,0.5,0,0.0,1,1.0,4,1,0,1,5,20.49,3.5,250.95,0.02,20,0.29,13.94,71.7,1.0,0,0,5,0.13,7,13,6,6,8,50.0,2,False,4580
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,50.0,2,False,4581
1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,0,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,1.0,0,0,3,0.33,2,1,2,1,3,0.0,1,False,4582
1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,1,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,1.0,0,0,3,0.33,2,1,2,1,3,0.0,1,False,4583
1,2,4,10,0,1,0.2,0,0.0,1,1.0,3,1,0,1,2,16.3,4.08,271.98,0.02,18,0.24,15.11,66.61,1.0,0,0,4,0.06,7,11,6,7,17,93.33,5,False,4584
3,1,1,0,4,2,1.0,2,2.0,1,0.5,7,1,0,1,0,7.83,4.67,170.53,0.01,11,0.21,9.47,36.54,0.5,1,2,7,0.5,4,7,3,7,4,50.0,2,False,4585
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False,4586
1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1.0,0,0,3,1.0,2,5,2,5,1,0.0,0,False,4587
1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,2,6.64,6.0,239.18,0.01,12,0.17,13.29,39.86,1.0,0,0,3,0.5,3,9,2,8,2,0.0,1,False,4588
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False,4589
15,4,52,9,28,8,0.15,14,2.0,3,0.38,47,1,0,3,0,115.8,20.46,48481.62,0.79,392,0.05,2693.42,2369.4,0.13,7,14,41,0.12,152,240,52,14,66,95.31,55,False,4590
1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,3,1.0,1,0,1,0,1,0.0,0,False,4591
1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,1,12.36,4.2,217.94,0.02,15,0.24,12.11,51.89,1.0,0,0,3,0.2,7,8,5,6,5,66.67,3,False,4592
1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,2,9.51,5.0,237.74,0.02,15,0.2,13.21,47.55,1.0,0,0,3,0.25,5,10,3,6,4,50.0,2,False,4593
1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,1,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,0.25,2,4,2,4,4,50.0,2,False,4594
1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,1,2,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,3,0.5,2,0,2,0,2,0.0,1,False,4595
1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.51,0.5,2.38,0.0,3,2.0,0.13,4.75,1.0,0,0,3,1.0,2,1,2,1,1,0.0,0,False,4596
5,3,11,67,8,3,0.2,4,2.0,3,1.0,12,1,0,4,0,27.63,6.87,1306.18,0.06,42,0.15,72.57,189.99,0.33,2,4,11,0.04,15,27,12,11,84,95.12,15,False,4597
1,0,1,1,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1.0,0,0,2,0.2,1,5,1,5,5,66.67,2,False,4598
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False,4599
1,0,2,0,0,1,0.33,0,0.0,1,1.0,1,1,0,1,0,9.0,3.0,81.0,0.01,9,0.33,4.5,27.0,1.0,0,0,2,0.2,2,7,2,6,5,66.67,3,False,4600
5,4,26,8,8,3,0.1,4,2.0,1,0.33,18,1,0,3,0,65.2,17.25,19400.09,0.37,206,0.06,1077.78,1124.64,0.33,2,4,17,0.08,92,114,32,12,39,91.89,29,False,4601
3,1,10,0,4,2,0.17,2,2.0,1,0.5,7,1,0,2,1,19.76,10.5,2178.25,0.07,48,0.1,121.01,207.45,0.5,1,2,7,0.14,21,27,10,10,14,83.33,12,False,4602
1,1,1,4,4,1,0.5,2,2.0,1,1.0,2,1,0,1,2,11.24,4.0,179.89,0.01,13,0.25,9.99,44.97,1.0,1,2,3,0.13,3,10,3,8,8,83.33,2,False,4603
1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,1,6.74,3.75,94.75,0.01,9,0.27,5.26,25.27,1.0,0,0,2,1.0,3,6,2,5,1,0.0,0,False,4604
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,10.0,3.0,90.0,0.01,10,0.33,5.0,30.0,1.0,0,0,2,0.25,2,8,2,6,4,50.0,2,False,4605
1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,1.0,0,1,0,1,1,0.0,0,False,4606
1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,6.64,6.0,239.18,0.01,12,0.17,13.29,39.86,1.0,0,0,3,0.2,3,9,2,8,5,66.67,3,False,4607
1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False,4608
1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,5.4,8.0,345.48,0.01,13,0.13,19.19,43.19,1.0,0,0,3,0.2,4,9,2,8,5,66.67,3,False,4609
1,0,1,1,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.2,1,3,1,3,5,66.67,2,False,4610
1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False,4611
1,1,2,0,0,1,0.33,0,0.0,1,1.0,2,1,0,1,2,5.4,8.0,345.48,0.01,13,0.13,19.19,43.19,1.0,0,0,3,0.2,4,9,2,8,5,66.67,3,False,4612
1,1,0,0,0,1,1.0,0,0.0,1,1.0,2,1,0,0,2,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,0.5,2,4,2,4,2,0.0,0,False,4613
1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0,0,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,1.0,0,1,0,1,1,0.0,0,False,4614
5,2,7,0,8,3,0.33,4,2.0,2,0.67,11,3,1,2,5,15.91,8.13,1050.3,0.04,31,0.12,58.35,129.27,1.0,2,4,10,0.23,13,18,8,10,13,77.78,9,False,4615
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,1,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,2,0.33,3,5,3,5,3,50.0,2,False,4616
3,0,3,1,4,2,0.5,2,2.0,1,0.5,6,1,0,1,3,10.89,5.4,317.58,0.02,17,0.19,17.64,58.81,0.5,1,2,6,0.29,9,8,5,6,7,80.0,4,False,4617
1,1,1,0,0,1,0.5,0,0.0,1,1.0,2,1,0,1,3,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,1.0,0,0,3,0.25,4,6,4,5,4,50.0,2,False,4618
3,2,2,0,4,2,0.67,2,2.0,2,1.0,6,1,0,1,1,13.4,5.25,369.2,0.02,18,0.19,20.51,70.32,0.5,1,2,6,0.4,7,11,6,9,5,66.67,3,False,4619
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False,4620
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,50.0,2,False,4621
3,0,3,1,4,2,0.5,2,2.0,1,0.5,6,1,0,1,4,12.11,6.42,498.63,0.03,21,0.16,27.7,77.71,0.5,1,2,6,0.2,11,10,6,7,10,80.0,4,False,4622
3,0,5,4,4,2,0.29,2,2.0,1,0.5,7,1,0,2,0,11.34,9.8,1089.11,0.04,31,0.1,60.51,111.13,0.5,1,2,7,0.15,14,17,5,7,13,81.82,7,False,4623
1,0,3,0,0,1,0.25,0,0.0,1,1.0,1,1,0,1,1,10.68,4.67,232.53,0.02,15,0.21,12.92,49.83,1.0,0,0,2,0.17,4,11,3,7,6,75.0,4,False,4624
1,1,3,4,0,1,0.25,0,0.0,1,1.0,2,1,0,1,0,9.0,3.33,100.0,0.01,10,0.3,5.56,30.0,1.0,0,0,3,0.1,4,6,3,5,10,87.5,4,False,4625
1,2,2,0,0,1,0.33,0,0.0,1,1.0,3,1,0,1,5,22.2,3.0,199.82,0.02,18,0.33,11.1,66.61,1.0,0,0,4,0.17,7,11,7,6,6,66.67,3,False,4626
9,7,16,0,16,5,0.24,8,2.0,5,1.0,21,5,1,5,2,19.63,19.38,7370.08,0.13,80,0.05,409.45,380.39,1.0,4,8,18,0.22,31,49,12,15,23,76.19,21,False,4627
1,0,1,0,0,1,0.5,0,0.0,1,1.0,1,1,0,1,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.33,1,3,1,3,3,50.0,2,False,4628
