LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DECISION_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects,id
30,69,17,4,52,118,35,0.27,54,2.19,18,0.51,152,17,0.47,125,0,25,0.71,84.68,27.62,64595.11,0.78,363,0.04,3588.62,2338.79,0.49,32,59,119,0.16,145,218,63,24,213,30.94,129,False,114
0,5,0,0,0,8,3,0.5,4,2.0,1,0.33,11,1,0.0,6,2,3,1.0,12.29,9.33,1070.66,0.04,31,0.11,59.48,114.71,0.33,2,4,10,0.38,16,15,6,7,8,0.0,6,False,115
0,3,1,0,0,4,2,0.15,2,2.0,2,1.0,7,1,0.0,13,3,2,1.0,12.55,12.86,2075.42,0.05,38,0.08,115.3,161.42,0.5,1,2,7,0.13,15,23,7,12,16,0.0,13,False,116
13,13,4,2,13,24,7,0.17,12,2.0,2,0.29,29,4,0.5,39,0,0,0.0,42.89,24.48,25705.69,0.35,187,0.04,1428.09,1049.95,0.57,6,12,24,0.1,71,116,29,20,69,27.78,41,False,117
24,51,3,11,21,82,26,0.28,32,2.56,2,0.08,91,13,0.48,82,0,8,0.31,93.16,39.49,145307.86,1.23,555,0.03,8072.66,3679.29,0.5,25,41,67,0.19,261,294,76,23,140,28.07,93,False,118
2,7,0,7,0,12,4,0.1,6,2.0,1,0.25,15,1,0.0,35,0,3,0.75,68.55,21.0,30230.73,0.48,249,0.05,1679.48,1439.56,0.25,3,6,13,0.09,123,126,41,14,46,16.67,42,False,119
1,3,0,0,2,4,2,0.29,2,2.0,1,0.5,6,1,0.0,7,2,2,1.0,10.42,8.25,709.1,0.03,22,0.12,39.39,85.95,0.5,1,2,6,0.17,11,11,6,9,12,22.22,7,False,120
6,5,1,4,5,8,3,0.2,4,2.0,2,0.67,11,1,0.0,11,2,3,1.0,24.87,11.46,3265.45,0.09,63,0.09,181.41,284.98,0.33,2,4,10,0.1,25,38,12,11,29,45.0,15,False,121
17,27,3,3,18,44,14,0.17,18,2.44,6,0.43,51,9,0.62,79,0,14,1.0,57.29,46.22,122395.16,0.88,435,0.02,6799.73,2648.05,0.64,13,22,39,0.12,159,276,43,25,119,21.0,82,False,122
0,3,0,0,1,4,2,0.18,2,2.0,1,0.5,6,1,0.0,11,1,2,1.0,16.94,8.13,1118.06,0.05,33,0.12,62.11,137.61,0.5,1,2,6,0.14,13,20,8,10,14,8.33,11,False,123
5,3,0,0,3,4,2,0.29,2,2.0,1,0.5,6,1,0.0,7,0,2,1.0,26.67,4.5,540.0,0.04,30,0.22,30.0,120.0,0.5,1,2,6,0.12,15,15,10,6,17,30.0,7,False,124
7,25,2,0,18,44,13,0.27,20,2.2,3,0.23,55,6,0.42,48,1,8,0.62,39.18,58.48,133998.62,0.76,400,0.02,7444.37,2291.17,0.46,12,22,44,0.17,193,207,33,20,75,27.27,48,True,125
2,3,0,0,0,4,2,0.25,2,2.0,1,0.5,7,1,0.0,8,0,2,1.0,17.27,7.29,916.65,0.04,34,0.14,50.93,125.81,0.5,1,2,7,0.17,17,17,7,6,12,0.0,8,False,126
5,1,0,0,16,0,1,0.14,0,0.0,1,1.0,1,1,0.0,7,0,1,1.0,57.27,5.76,1903.03,0.11,72,0.17,105.72,330.12,1.0,0,0,2,0.03,28,44,17,7,30,69.57,7,False,127
7,1,0,0,8,0,1,0.11,0,0.0,1,1.0,1,1,0.0,9,0,0,0.0,98.58,5.33,2796.39,0.18,107,0.19,155.36,525.04,1.0,0,0,2,0.04,35,72,23,7,26,47.06,9,True,128
0,3,0,0,1,4,2,0.18,2,2.0,1,0.5,6,1,0.0,11,1,2,1.0,16.29,7.56,931.62,0.04,29,0.13,51.76,123.19,0.5,1,2,6,0.14,11,18,8,11,14,8.33,11,False,129
26,31,7,9,21,60,16,0.18,30,2.0,2,0.13,83,1,0.0,78,0,7,0.44,85.18,35.77,109011.28,1.02,478,0.03,6056.18,3047.27,0.06,15,30,69,0.12,241,237,64,19,136,27.78,87,True,130
1,7,1,0,0,12,4,0.44,6,2.0,2,0.5,16,1,0.0,9,1,2,0.5,9.94,20.43,4149.67,0.07,47,0.05,230.54,203.13,0.25,3,6,14,0.33,22,25,7,13,12,0.0,9,False,131
0,1,0,0,0,0,1,0.33,0,0.0,1,1.0,1,1,0.0,3,0,1,1.0,11.58,2.67,82.35,0.01,11,0.38,4.57,30.88,1.0,0,0,2,0.2,4,7,3,4,5,0.0,3,False,132
0,3,0,0,0,4,2,0.15,2,2.0,1,0.5,6,1,0.0,13,2,2,1.0,19.72,10.5,2174.18,0.07,53,0.1,120.79,207.07,0.5,1,2,6,0.13,24,29,8,7,15,0.0,13,False,133
0,3,0,0,0,4,2,1.0,2,2.0,1,0.5,5,1,0.0,2,0,0,0.0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,0.5,1,2,5,0.5,1,3,1,3,4,0.0,2,False,134
0,1,0,0,0,0,1,0.33,0,0.0,1,1.0,1,1,0.0,3,0,1,1.0,13.2,2.5,82.5,0.01,11,0.4,4.58,33.0,1.0,0,0,2,0.2,5,6,4,4,5,0.0,3,False,135
2,1,0,0,14,0,1,0.25,0,0.0,1,1.0,1,1,0.0,4,1,1,1.0,11.01,14.0,2158.15,0.05,43,0.07,119.9,154.15,1.0,0,0,2,0.05,20,23,5,7,21,77.78,4,True,136
7,3,4,1,6,4,2,0.09,2,2.0,2,1.0,10,1,0.0,22,0,2,1.0,44.5,21.58,20724.8,0.32,183,0.05,1151.38,960.37,0.5,1,2,10,0.05,83,100,25,13,38,24.14,23,False,137
45,61,3,2,68,106,31,0.19,46,2.3,3,0.1,127,20,0.63,160,0,28,0.9,61.68,64.5,256623.54,1.33,633,0.02,14256.86,3978.66,0.65,30,53,98,0.11,258,375,52,26,277,30.43,162,True,138
3,9,0,0,4,14,5,0.28,6,2.33,1,0.2,16,1,0.0,18,0,5,1.0,17.99,13.0,3039.83,0.08,51,0.08,168.88,233.83,0.2,4,7,13,0.19,22,29,11,13,27,18.18,18,False,139
4,1,0,0,5,0,1,0.08,0,0.0,1,1.0,1,1,0.0,13,0,1,1.0,85.14,2.4,490.38,0.07,49,0.42,27.24,204.33,1.0,0,0,2,0.04,24,25,15,3,24,27.78,13,False,140
1,3,0,0,1,4,2,0.67,2,2.0,1,0.5,6,1,0.0,3,2,2,1.0,8.3,6.0,298.97,0.02,15,0.17,16.61,49.83,0.5,1,2,6,0.29,8,7,4,6,7,25.0,3,False,141
1,3,0,0,0,4,2,0.22,2,2.0,1,0.5,6,1,0.0,9,2,2,1.0,10.82,9.75,1028.49,0.04,27,0.1,57.14,105.49,0.5,1,2,6,0.17,13,14,6,9,12,0.0,9,True,142
6,3,1,0,7,4,2,0.15,2,2.0,1,0.5,8,1,0.0,13,1,2,1.0,16.23,21.09,7220.51,0.11,72,0.05,401.14,342.35,0.5,1,2,8,0.07,29,43,11,16,28,35.0,13,True,143
22,38,9,2,61,66,20,0.16,32,2.06,10,0.5,127,13,0.63,124,1,11,0.55,59.36,88.78,467827.72,1.76,820,0.01,25990.43,5269.54,0.65,17,33,109,0.09,388,432,59,27,211,33.69,126,True,144
6,9,2,6,4,4,7,0.11,2,2.0,4,0.57,22,1,0.0,57,1,7,1.0,51.55,33.0,56139.09,0.57,288,0.03,3118.84,1701.18,0.14,1,2,17,0.09,132,156,40,20,75,14.93,63,False,145
9,11,3,0,33,20,6,0.26,10,2.0,2,0.33,28,1,0.0,23,2,5,0.83,19.5,40.24,31575.87,0.26,153,0.02,1754.21,784.78,0.17,5,10,24,0.09,76,77,17,18,68,58.93,23,True,146
5,5,1,0,6,8,3,0.25,4,2.0,2,0.67,11,3,1.0,12,1,3,1.0,28.47,8.75,2179.83,0.08,53,0.11,121.1,249.12,1.0,2,4,10,0.09,15,38,12,14,32,33.33,12,True,147
1,5,1,0,0,8,3,0.27,4,2.0,1,0.33,11,1,0.0,11,2,3,1.0,15.38,17.82,4881.96,0.09,59,0.06,271.22,273.99,0.33,2,4,10,0.21,28,31,11,14,14,0.0,11,True,148
7,15,2,0,9,26,8,0.27,12,2.17,3,0.38,32,1,0.0,30,1,5,0.63,25.01,30.0,22511.76,0.25,141,0.03,1250.65,750.39,0.13,7,13,26,0.17,60,81,20,20,48,23.08,30,True,149
9,23,2,5,9,38,12,0.26,16,2.38,4,0.33,42,8,0.64,41,3,5,0.42,42.25,28.27,33760.15,0.4,215,0.04,1875.56,1194.24,0.67,11,19,32,0.18,70,145,26,21,68,25.45,46,True,150
62,9,6,19,50,16,5,0.08,8,2.0,2,0.4,24,1,0.0,42,0,2,0.4,46.62,31.57,46467.35,0.49,268,0.03,2581.52,1471.82,0.2,4,8,21,0.03,104,164,28,17,175,62.16,61,True,151
4,5,1,0,2,6,3,0.17,2,3.0,2,0.67,10,3,1.0,18,1,3,1.0,19.51,15.71,4814.52,0.1,66,0.06,267.47,306.49,1.0,2,3,9,0.12,29,37,12,13,26,10.0,18,False,152
2,1,1,0,2,0,1,0.17,0,0.0,1,1.0,3,1,0.0,6,0,0,0.0,17.51,5.0,437.85,0.03,23,0.2,24.32,87.57,1.0,0,0,4,0.08,10,13,7,7,12,25.0,6,False,153
8,11,2,0,6,20,6,0.32,10,2.0,2,0.33,31,1,0.0,19,1,6,1.0,34.67,15.0,7800.0,0.17,104,0.07,433.33,520.0,0.17,5,10,27,0.17,50,54,20,12,35,24.0,19,True,154
3,5,0,2,7,8,3,0.1,4,2.0,1,0.33,10,1,0.0,28,2,3,1.0,21.41,27.56,16265.89,0.2,116,0.04,903.66,590.15,0.33,2,4,9,0.07,49,67,16,18,42,24.32,30,False,155
13,1,1,0,12,0,1,0.05,0,0.0,1,1.0,2,1,0.0,21,0,1,1.0,84.01,8.07,5476.14,0.23,125,0.12,304.23,678.28,1.0,0,0,3,0.02,61,64,34,9,48,36.36,21,False,156
1,1,0,0,0,0,1,0.08,0,0.0,1,1.0,1,1,0.0,12,0,1,1.0,63.93,2.75,483.48,0.06,45,0.36,26.86,175.81,1.0,0,0,2,0.07,22,23,12,3,15,0.0,12,True,157
5,25,2,0,24,42,13,0.22,18,2.33,5,0.38,52,8,0.58,60,2,13,1.0,18.77,90.0,152013.39,0.56,332,0.01,8445.19,1689.04,0.62,12,21,41,0.14,160,172,16,18,91,28.57,60,True,158
1,21,4,0,0,36,11,0.39,16,2.25,7,0.64,40,9,0.8,28,1,11,1.0,22.35,34.53,26650.95,0.26,153,0.03,1480.61,771.79,0.82,10,18,31,0.35,65,88,16,17,31,0.0,28,False,159
13,58,8,15,12,80,32,0.24,30,2.67,21,0.66,105,20,0.61,120,0,27,0.84,49.52,51.79,132801.57,0.85,408,0.02,7377.86,2564.44,0.63,25,40,75,0.2,175,233,49,29,162,18.37,135,True,160
10,1,1,0,1,0,1,0.05,0,0.0,1,1.0,19,1,0.0,20,0,1,1.0,64.31,7.2,3333.77,0.15,109,0.14,185.21,463.02,1.0,0,0,20,0.03,54,55,15,4,33,4.76,20,False,161
13,15,1,0,6,17,9,0.30668779141596203,6,2.5867511656638484,5,0.5647949300601691,25,5,0.5,31,0,6,0.6943847901805074,30.409966520144458,20.03312208584038,12377.18729978897,0.2047949300601691,116,0.05,687.6230133267901,612.3534963866205,0.5647949300601691,5,8,17,0.20082027975932357,40,76,19,19,60,18.972960662334668,31,True,162
103,124,15,19,122,202,62,0.2575678715084897,78,2.5736699944141446,9,0.1448642569830207,223,36,0.5638219162009449,227,0,60,0.9637459553075448,88.8667506536012,93.30041216200664,774012.9247232554,2.7643212849151038,1226,0.01,43000.71692906975,8293.618686644753,0.5734744692735861,61,101,163,0.1296525530726414,468,757,77,30,473,38.35193413968006,246,True,163
2,3,0,0,1,5,2,0.3025228079857962,2,2.0,1,0.5668041778932636,8,1,0.0,8,2,2,1.0,14.651416085054825,9.129114111344961,1163.477665577147,0.04785931504626631,32,0.10785931504626631,64.63778655413806,130.05428917710535,0.4331958221067364,1,2,8,0.17392965752313316,16,16,7,8,13,14.288234754112146,8,True,164
2,1,0,0,10,0,1,0.21964008997752024,0,0.0,1,1.0,1,1,0.0,4,0,1,1.0,13.45811274453996,12.43508463793218,1943.541316034731,0.052759991820225435,41,0.08379995910112717,107.97683533662612,157.3295105768997,1.0,0,0,2,0.05551998364045087,18,23,6,7,19,62.44548544682749,4,True,165
2,8,2,0,1,14,4,0.2137018804563266,7,2.0,3,0.6370495718627547,19,4,1.0,23,0,4,0.8592547011408165,27.653818796194383,11.000348035590001,3327.5351452319082,0.09703726494295918,61,0.09,184.86672615011233,303.1180991018811,1.0,3,7,16,0.16111179482887755,23,37,15,14,29,8.464534057965635,23,True,166
20,10,1,0,9,16,6,0.20131673476575063,7,2.1652669390630024,3,0.5900839836562198,20,3,0.5,31,0,4,0.7702519509686596,32.5721806026068,21.086832652342494,14584.727795979961,0.23008398365621985,132,0.05,810.2622787408382,688.6885046662997,0.5900839836562198,4,8,15,0.0996640653751206,42,90,18,18,78,24.157216649525072,31,True,167
0,1,0,0,0,0,1,0.24953090779776418,0,0.03127281348238786,1,0.9921817966294031,1,1,0.0,4,2,1,1.0,13.546687153326893,8.194705522651086,908.5157652536167,0.04,29,0.11968727186517612,50.47585847363788,110.92368703478861,0.9921817966294031,0,0,2,0.17,13,15,6,7,6,0.0,4,True,168
13,14,3,0,24,26,7,0.23459591115761783,13,2.0,4,0.48665854786135676,35,3,0.2836789920732677,33,1,6,0.8596381036494458,24.0134597843299,34.25310306281194,26905.65428546818,0.26,151,0.028468029614127394,1494.7538066379439,785.8003975685024,0.39440278477437585,6,13,29,0.10270204442119109,68,83,18,18,73,43.00163629582637,34,True,169
3,2,0,0,4,3,1,0.1857952607270228,1,0.7897630363511394,1,0.7354293828223684,4,1,0.0,9,0,1,0.7354293828223684,19.790144065857422,6.67,879.6590801253809,0.04605118481824431,34,0.15,48.87143883791516,131.95236201880715,0.7354293828223684,0,1,4,0.0918464455452671,10,24,6,8,18,33.33,9,True,170
15,48,3,7,34,84,25,0.33184653728665503,38,2.2319626683251834,7,0.25728825958928175,99,9,0.3061999151287564,75,1,14,0.5220696786231172,33.21370707249232,70.39245635967406,152993.4518827744,0.736958107954886,383,0.012934881747180382,8499.631215709689,2212.1520085596553,0.3403301516343956,22,42,75,0.18586976349436077,182,201,32,23,135,38.053419452355456,83,True,171
6,19,1,0,4,18,12,0.40873281595564237,6,2.9859201772849158,6,0.5370432372298323,31,6,0.49296008864245777,30,0,7,0.6253503326317321,28.379829268922236,18.943680709139663,10178.808485349498,0.17985920177284914,101,0.05028159645430169,565.4925997650429,537.2634623042588,0.5347904655954188,5,9,20,0.29816962304703903,38,62,20,19,43,14.032347007649504,31,True,172
5,7,0,0,4,12,4,0.2540926076728956,6,2.0,1,0.3593633222488428,15,4,1.0,17,1,4,0.960231519182239,25.10415414064847,11.49513444399297,3303.805592992174,0.09198842404088806,58,0.09,183.5489786746718,287.7948669640952,1.0,3,6,13,0.14596527212266416,20,38,13,15,29,22.889072515182836,17,True,173
77,78,6,7,95,132,39,0.245773160945027,55,2.355257155592945,8,0.23247445385732451,144,26,0.70226839054973,151,0,38,0.97,52.06382880036858,103.16590075800858,526904.061061382,1.7441212661518901,832,0.01,29272.451072722044,5224.869139160006,0.71226839054973,38,66,106,0.115773160945027,325,506,46,28,334,41.122789478400385,158,True,174
11,24,4,9,19,38,13,0.16098244594687944,17,2.140582387844092,8,0.6362947337840639,54,4,0.12799292027596454,63,0,7,0.37379643108658867,33.33720492992091,62.40205750933409,125456.83303847461,0.6761613810831347,361,0.02,6969.821252625091,2034.4929702319364,0.23491222973439718,10,19,43,0.11308069054156737,155,206,28,21,105,33.23320191739198,73,True,175
20,39,2,0,41,67,20,0.20817879924343036,29,2.31817879924343,4,0.2696687929386832,81,12,0.5997020012609494,99,1,18,0.9605959974781011,35.678257482146805,79.95197935691579,193233.97614416218,0.8634108194186213,450,0.013940400252189886,10735.22059336444,2591.2419225419007,0.6318212007565697,19,33,63,0.12817879924343034,198,251,30,21,164,29.30291444690732,100,True,176
18,19,4,0,12,35,10,0.20368495607433257,17,2.010317877008131,7,0.6926300878513348,45,6,0.630939465612075,48,0,9,0.8778902635540047,31.381931434248674,25.73666333107081,20575.452031632565,0.2651589385040656,150,0.040736991214866514,1143.07675625102,802.1059651976834,0.6631504392566745,8,17,36,0.12368495607433255,58,92,21,18,82,21.153020871233434,49,True,177
4,3,1,0,5,5,2,0.13791383795984444,2,0.6978459489961111,2,0.9302154051003889,8,2,0.34892297449805554,15,0,1,0.27913837959844445,74.35427788060001,7.207205602799539,2986.577445709655,0.15208616204015557,91,0.15510770255019446,165.92538766780112,450.743831040129,1.0,1,2,7,0.08535998668474723,31,59,20,9,27,30.63968482012151,15,True,178
22,19,2,0,26,34,10,0.11020483893474631,16,2.147008064891244,3,0.30680322595649756,49,1,0.04932338818460713,100,0,8,0.8170080648912439,43.345816885105954,58.15940329107643,140147.87269166182,0.8161887091522586,421,0.019149596755437807,7785.989002560973,2448.355885137028,0.144220968717234,9,17,41,0.06680322595649754,167,254,33,22,151,21.286920982671504,100,True,179
16,24,1,2,24,46,12,0.31801080178114377,23,2.0,3,0.30649575644312205,61,1,0.0,39,4,9,0.7315150453380217,34.3454429367153,39.14384372810711,51795.36630442913,0.438997685332612,256,0.021499614222102007,2877.5204335579638,1328.1804811250797,0.0894949848873261,11,23,50,0.1745065582242659,132,124,22,13,84,38.13790979166027,42,True,180
4,13,1,0,6,20,7,0.30842858763796643,8,2.256186884258776,2,0.3704505606724383,24,3,0.20225280336219154,20,1,6,0.9235933853965054,26.334233780437614,30.76670177551392,21497.20146415977,0.24842858763796644,140,0.03449450674138203,1194.2888640028839,737.2152246880205,0.4064066146034946,6,10,18,0.20449450674138203,68,72,20,16,33,13.676784014025529,20,True,181
8,26,1,0,18,50,13,0.35045898835095884,25,2.036255844266356,4,0.29381640465961645,65,1,0.06106247455386324,39,4,10,0.7546982568985479,33.14077987305844,39.31504247765208,50924.896819874644,0.42713769650528766,250,0.021908202329808227,2829.160563398138,1292.4784613491413,0.1272460698942468,12,25,53,0.19809179767019178,130,119,22,13,68,33.093784515656026,39,True,182
3,3,0,0,5,5,2,0.19516726991206934,2,1.2583634956034673,1,0.5784482289728384,6,1,0.0,11,1,1,0.5784482289728384,18.318738623805114,6.67,814.2424560137559,0.043708182521982664,32,0.15,45.23509927411709,122.1398684020634,0.5784482289728384,1,2,6,0.098875452434052,10,22,6,8,22,33.33,11,True,183
5,1,0,0,9,0,1,0.15636222462709498,0,0.0,1,1.0,1,1,0.0,7,0,0,0.3311587473363927,69.58042849575209,8.201146339406524,2585.0312411000205,0.13694936284626896,85,0.15026095031963288,143.6171108194515,402.2165322004053,1.0,0,0,2,0.04331158747336393,30,55,17,7,24,57.233196718173986,7,True,184
3,3,1,0,7,5,2,0.3698660241911494,2,1.3318447132349933,1,0.7802456223162262,8,1,0.0,5,1,2,1.0,17.376217729263267,10.117672660919995,1634.635139345155,0.05665922356617496,42,0.10329611783087483,90.81251146294775,163.37302463915233,0.5538320210662773,1,2,8,0.13656990636027455,20,21,7,7,18,50.197495988903285,5,True,185
8,20,1,0,13,36,10,0.23452213273753636,17,2.0817404424584547,2,0.22408702212292272,44,6,0.5441725354186226,44,0,8,0.8446931593289363,22.676878745077335,84.74544772997724,125301.51057652301,0.5412198185481409,301,0.014087022122922729,6961.196925752508,1621.8859470715006,0.5841725354186227,9,18,36,0.1522610663687682,136,165,19,20,67,22.515965786829874,44,True,186
7,20,2,0,12,33,10,0.34978060277109296,13,2.4601112828039744,4,0.40901112828039743,37,4,0.32637519315447117,31,0,8,0.7750556414019871,35.613567386485265,25.68459466829088,22804.866681798925,0.3007694744906955,160,0.037252782070099355,1266.932495747373,897.3168591760729,0.39835293659367627,9,16,28,0.19901112828039744,75,85,28,19,53,28.410794821523027,31,True,187
16,15,2,0,12,24,8,0.25652644631350574,10,2.2500912472668104,3,0.5210238166525862,27,4,0.47806217129238504,31,0,6,0.813162697224569,36.14467832548578,22.61882926408836,18725.887917294178,0.2751005259321839,151,0.04561243425847701,1040.3242891296659,821.4426031525912,0.5561243425847701,7,12,21,0.12581348612284482,59,92,24,18,72,28.05032787440575,31,True,188
8,11,2,0,7,21,6,0.3085121937573863,10,2.0,1,0.2572438937967799,29,2,0.2565610060850392,20,0,3,0.6170731252462102,33.83904868178428,15.8386098557108,8491.596569955325,0.17765853749507582,104,0.0661707312524621,471.75288261279525,534.8575627404471,0.37678051236704646,5,10,24,0.1623414625049242,45,58,20,14,39,26.845146679420658,20,True,189
1,8,2,0,0,15,4,0.1922630323688717,7,2.0,3,0.7844416524640071,21,4,1.0,26,0,4,0.8056575809221793,29.00714608171497,10.73772214651868,3340.130468483288,0.09971712095389104,62,0.09,185.56616856896554,311.2514620950593,1.0,3,7,18,0.16915136286167312,25,37,16,14,29,0.8081854347333071,26,True,190
5,5,0,0,6,8,3,0.25302172351467833,4,2.0,1,0.6065438061917552,11,3,1.0,12,1,3,1.0,27.809753412042785,9.194193356657713,2348.235184058295,0.08151086175733917,53,0.10697827648532168,130.45676686320144,254.05145277595503,1.0,2,4,10,0.0975543087866958,15,38,12,14,31,32.61082980350656,12,True,191
4,7,0,0,4,13,4,0.24773836169318986,6,2.0,1,0.4030487633593198,16,4,1.0,18,1,4,0.9443459042329747,25.50526591811739,11.417294930741576,3307.538712505251,0.09278270478835127,59,0.09,183.75628594975967,290.2055090326461,1.0,3,6,13,0.14834811436505382,20,38,14,15,29,20.61981241968043,18,True,192
3,4,0,0,5,6,2,0.21943939678995822,3,1.5280301605020885,1,0.48810989623180034,7,1,0.0,11,2,1,0.48810989623180034,15.482632422539746,6.611003770062761,677.4738839025571,0.037640150802510444,27,0.15235984919748954,37.63459792756316,102.40946842846859,0.48810989623180034,1,3,6,0.12415909518493734,10,16,6,7,22,25.464622624767305,11,True,193
1,1,0,0,2,1,1,0.29803416138066197,0,0.5121366455226479,1,0.8719658386193381,2,1,0.0,5,0,1,1.0,18.708089630389985,7.266639192033884,909.9270593855005,0.04487863354477352,34,0.13975726708954703,50.554653916863415,129.74323809064347,0.8719658386193381,0,0,3,0.16194186328362367,8,25,5,8,10,24.79524280236507,5,True,194
0,1,0,0,0,0,1,0.25,0,0.0,1,1.0,1,1,0.0,4,3,1,1.0,13.829891602615392,6.4907587816922545,583.4856069411713,0.030404335895384313,24,0.15838265641846275,32.41651246026405,89.70762568775318,1.0,0,0,2,0.17,11,13,6,7,6,0.0,4,True,195
6,5,1,0,6,8,3,0.19918730875341614,4,2.0,1,0.45081269124658385,14,1,0.0,14,1,3,1.0,21.565376314194083,19.327936998186445,7388.177962055983,0.12736022661885277,81,0.055786742206284254,410.4537615810145,393.75073764731985,0.40451875359630984,2,4,13,0.09893371103142128,35,46,13,14,30,31.817291786543663,14,True,196
9,22,3,0,13,36,11,0.36003965225387036,14,2.506792232137256,5,0.4510494298273128,40,6,0.4743959805786029,33,0,9,0.8377623574568281,38.57986392691196,24.277326182664254,22653.051031970757,0.31334655075129014,166,0.04,1258.497896715498,934.5865197258146,0.5221781641623663,10,18,30,0.20001982612693517,78,87,30,18,58,29.418675714196098,33,True,197
59,72,5,6,80,126,36,0.2268199049440269,55,2.273180095055973,11,0.2963601901119462,142,26,0.716066349813423,157,0,35,0.9656066349813422,67.54727075802914,89.93968211165658,455752.14489492646,1.8056966919777162,834,0.01,25319.56640859118,5410.755701617199,0.726066349813423,35,63,107,0.11878673003731541,336,498,59,28,306,36.69737429701371,164,True,198
13,15,3,6,22,29,8,0.13193123190658415,14,2.0262234963036017,4,0.5634326632293193,42,1,0.0,60,0,3,0.3609455612844679,32.38652156674422,63.19877359259933,126640.92189425665,0.6723610324904332,365,0.02,7035.604101416031,2019.8767765319963,0.12394842392993811,7,14,36,0.0839484239299381,153,211,25,20,104,33.83751281730248,66,True,199
47,83,8,10,73,146,42,0.20478817978367597,64,2.2660256270049093,14,0.3477201887355017,175,28,0.6568729078702056,196,0,39,0.917263074226143,101.15632937412641,70.07645612233692,486669.13981030916,2.3332887012310524,1014,0.01,27037.174549724292,6998.229375110542,0.6679152719134704,41,73,134,0.12583054382694078,417,596,89,29,330,30.196521976873274,207,True,200
4,2,1,0,2,3,1,0.2778573647228124,1,0.9507404463642235,1,0.8431278263499031,7,1,0.0,7,0,1,1.0,20.208005453995657,8.253940764290862,1376.5013234850974,0.06,40,0.12,76.47182229287259,166.7776126200143,0.6815019504679851,0,1,7,0.12229072455003229,17,22,9,8,15,28.94173495579506,7,True,201
13,7,1,0,6,12,4,0.19930519852212547,6,2.0,2,0.48208440443362355,14,2,0.28163778598819184,22,1,3,0.8873448856047232,25.585163761256325,27.94168531334834,17585.33907852333,0.2181637785988192,129,0.041265511439527676,976.9643546512142,649.8184336091595,0.48208440443362355,3,6,12,0.12114141992330629,49,80,15,16,54,14.75218723006149,22,True,202
8,11,2,0,7,21,6,0.31086548259278385,10,2.0,1,0.27214805642096423,29,2,0.2040042220944946,20,0,4,0.6955160864261275,34.0092699075447,15.66681977072678,8349.922306627499,0.17608967827147745,104,0.06695516086426127,463.88191588800237,531.8139758466663,0.33442131332989117,5,10,25,0.16391032172852255,46,57,20,14,38,26.262315477853875,20,True,203
7,20,2,0,12,32,10,0.3618869109272362,12,2.4905810709886507,4,0.40746016910347116,35,5,0.38730084551735594,29,0,9,0.8536863472489988,36.265145376098104,25.749843743751683,22556.852348399676,0.3018869109272362,161,0.038606685455941245,1253.1547023017988,898.3673963328814,0.4763136527510011,9,16,27,0.20860668545594124,77,83,29,18,50,26.1901438424292,29,True,204
44,104,5,7,69,186,52,0.1839558262072218,83,2.2469276496483417,11,0.20746991448666194,224,35,0.6820883475855564,273,0,43,0.8323092165494472,75.54929245964459,113.96866607903783,914494.5454015939,2.74492001383051,1260,0.01,50805.25309013682,8237.798634114783,0.6820883475855564,51,94,174,0.13208834758555635,506,754,65,27,397,21.211369197658385,281,True,205
10,35,4,6,10,54,19,0.2238047672609498,22,2.308306468827879,10,0.4224699198272638,68,12,0.6207968218260335,77,0,17,0.9263745746082677,28.871078257711005,79.38127817642851,125507.5286885211,0.6016730980012304,314,0.01460158908698327,6972.639081636225,1805.876892146541,0.651593643652067,15,27,51,0.16760953452189964,133,180,27,24,108,18.83426333851944,84,True,206
39,57,2,2,63,101,29,0.2265510204522585,45,2.2492346938163075,2,0.0979693877526523,120,16,0.5386224488693537,139,0,24,0.7964387753852676,54.52412244034673,67.26569388088755,237283.52394605594,1.2000408161697476,580,0.017969387752652305,13182.4143252344,3590.2343362660963,0.5626836733640492,28,50,93,0.12421428573143385,243,337,46,24,246,33.638367350809354,141,True,207
